tag,loso_f1,val_f1
truncate1022,0.5602981029810298,0.5972222222222223
poly1022,0.5609756097560976,0.5949074074074074
poly1022_jit05,0.5650406504065041,0.5925925925925926
truncate1022_jit05,0.5575880758807588,0.5879629629629629
linear1022_jit05,0.5521680216802168,0.5833333333333334
linear1022,0.5602981029810298,0.5787037037037037
truncate1022_jit10,0.5616531165311653,0.576388888888889
