frac,n_subj,train_f1,val_f1
0.1,4,0.7915762049500652,0.4679738719920795
0.2,8,0.6666666666666666,0.5659669893782477
0.4,16,0.6144892144892145,0.5693613737217827
0.6,24,0.5918650404788108,0.5753855078068353
0.8,32,0.5841948136368188,0.5516454871293581
1.0,41,0.5770610504041924,0.5555555555555556
