config_id,resample_tag,stage1_id,stage2_id,decoder_id,split,macro_f1_mean,macro_f1_std,accuracy_mean,balanced_accuracy_mean,n_subjects
linear1022|logreg_subject_z|resp_all_robust|joint_weighted,linear1022,logreg_subject_z,resp_all_robust,joint_weighted,validation,0.5578703703703705,0.090560616247429,0.5578703703703705,0.5578703703703705,12
poly1022|xgb_subject_robust|resp_all_robust|split_topk,poly1022,xgb_subject_robust,resp_all_robust,split_topk,validation,0.5578703703703705,0.09133190582744115,0.5578703703703706,0.5578703703703705,12
truncate1022|xgb_global|resp_all_std|split_topk,truncate1022,xgb_global,resp_all_std,split_topk,validation,0.5578703703703703,0.0724920496950263,0.5578703703703703,0.5578703703703703,12
truncate1022|xgb_global|resp_all_robust|split_topk,truncate1022,xgb_global,resp_all_robust,split_topk,validation,0.5555555555555557,0.07106690545187018,0.5555555555555557,0.5555555555555557,12
truncate1022|xgb_subject_z|anchor_center_robust|joint_weighted,truncate1022,xgb_subject_z,anchor_center_robust,joint_weighted,validation,0.5555555555555556,0.10594028769395472,0.5555555555555556,0.5555555555555556,12
truncate1022|xgb_subject_z|anchor_z_robust|split_topk,truncate1022,xgb_subject_z,anchor_z_robust,split_topk,validation,0.5555555555555556,0.11844484241978358,0.5555555555555556,0.5555555555555556,12
poly1022|xgb_subject_z|resp_all_robust|joint_weighted,poly1022,xgb_subject_z,resp_all_robust,joint_weighted,validation,0.5555555555555556,0.08703882797784894,0.5555555555555556,0.5555555555555556,12
poly1022|logreg_subject_z|resp_all_robust|split_topk,poly1022,logreg_subject_z,resp_all_robust,split_topk,validation,0.5555555555555556,0.0940126791362944,0.5555555555555555,0.5555555555555556,12
truncate1022|xgb_subject_z|anchor_center_robust|split_topk,truncate1022,xgb_subject_z,anchor_center_robust,split_topk,validation,0.5555555555555555,0.09838767544837455,0.5555555555555555,0.5555555555555555,12
poly1022|xgb_global|anchor_z_robust|split_topk,poly1022,xgb_global,anchor_z_robust,split_topk,validation,0.5532407407407407,0.08496577291124226,0.5532407407407407,0.5532407407407407,12
truncate1022|xgb_subject_robust|anchor_center_robust|joint_weighted,truncate1022,xgb_subject_robust,anchor_center_robust,joint_weighted,validation,0.5509259259259259,0.09238191520335826,0.550925925925926,0.5509259259259259,12
truncate1022|logreg_subject_z|anchor_z_robust|split_topk,truncate1022,logreg_subject_z,anchor_z_robust,split_topk,validation,0.5509259259259259,0.08850400681239302,0.5509259259259259,0.5509259259259259,12
linear1022|xgb_subject_robust|anchor_center_robust|split_topk,linear1022,xgb_subject_robust,anchor_center_robust,split_topk,validation,0.5509259259259259,0.09388824138600864,0.5509259259259259,0.5509259259259259,12
linear1022|logreg_subject_z|anchor_center_robust|split_topk,linear1022,logreg_subject_z,anchor_center_robust,split_topk,validation,0.5509259259259259,0.08018753738744802,0.5509259259259259,0.5509259259259259,12
linear1022|logreg_subject_z|anchor_z_robust|split_topk,linear1022,logreg_subject_z,anchor_z_robust,split_topk,validation,0.5509259259259259,0.10973474121991776,0.5509259259259259,0.5509259259259259,12
poly1022|xgb_subject_z|anchor_center_robust|joint_weighted,poly1022,xgb_subject_z,anchor_center_robust,joint_weighted,validation,0.5509259259259259,0.08361344616804926,0.5509259259259259,0.5509259259259259,12
poly1022|logreg_subject_z|resp_all_std|joint_weighted,poly1022,logreg_subject_z,resp_all_std,joint_weighted,validation,0.5509259259259259,0.07475486813922243,0.5509259259259259,0.5509259259259259,12
truncate1022|logreg_subject_z|anchor_z_robust|joint_weighted,truncate1022,logreg_subject_z,anchor_z_robust,joint_weighted,validation,0.548611111111111,0.12201831015658271,0.548611111111111,0.548611111111111,12
poly1022|xgb_global|resp_all_robust|split_topk,poly1022,xgb_global,resp_all_robust,split_topk,validation,0.548611111111111,0.09184250047433502,0.548611111111111,0.548611111111111,12
poly1022|xgb_global|resp_all_std|joint_weighted,poly1022,xgb_global,resp_all_std,joint_weighted,validation,0.548611111111111,0.09558506121863705,0.548611111111111,0.548611111111111,12
poly1022|logreg_subject_z|anchor_z_robust|split_topk,poly1022,logreg_subject_z,anchor_z_robust,split_topk,validation,0.548611111111111,0.09704167940677624,0.548611111111111,0.548611111111111,12
truncate1022|xgb_global|resp_all_robust|joint_weighted,truncate1022,xgb_global,resp_all_robust,joint_weighted,validation,0.5462962962962964,0.08234543502623298,0.5462962962962964,0.5462962962962964,12
truncate1022|logreg_subject_z|anchor_center_robust|joint_weighted,truncate1022,logreg_subject_z,anchor_center_robust,joint_weighted,validation,0.5462962962962964,0.08403186469177339,0.5462962962962963,0.5462962962962964,12
linear1022|xgb_global|resp_all_std|joint_weighted,linear1022,xgb_global,resp_all_std,joint_weighted,validation,0.5462962962962964,0.1074741462224644,0.5462962962962963,0.5462962962962964,12
poly1022|xgb_global|resp_all_std|split_topk,poly1022,xgb_global,resp_all_std,split_topk,validation,0.5462962962962964,0.09046374267762913,0.5462962962962964,0.5462962962962964,12
linear1022|xgb_subject_z|anchor_center_robust|split_topk,linear1022,xgb_subject_z,anchor_center_robust,split_topk,validation,0.5462962962962963,0.11319592911794102,0.5462962962962963,0.5462962962962963,12
linear1022|xgb_global|anchor_center_robust|joint_weighted,linear1022,xgb_global,anchor_center_robust,joint_weighted,validation,0.5462962962962963,0.09426106181258871,0.5462962962962963,0.5462962962962963,12
poly1022|xgb_global|anchor_center_robust|split_topk,poly1022,xgb_global,anchor_center_robust,split_topk,validation,0.5462962962962963,0.10747414622246444,0.5462962962962963,0.5462962962962963,12
poly1022|xgb_subject_robust|anchor_center_robust|split_topk,poly1022,xgb_subject_robust,anchor_center_robust,split_topk,validation,0.5462962962962962,0.10143010324169742,0.5462962962962963,0.5462962962962962,12
truncate1022|xgb_subject_robust|anchor_center_robust|split_topk,truncate1022,xgb_subject_robust,anchor_center_robust,split_topk,validation,0.5439814814814815,0.10424379860368242,0.5439814814814815,0.5439814814814815,12
truncate1022|xgb_global|resp_all_std|joint_weighted,truncate1022,xgb_global,resp_all_std,joint_weighted,validation,0.5439814814814815,0.06952856857516007,0.5439814814814815,0.5439814814814815,12
linear1022|logreg_subject_z|anchor_center_robust|joint_weighted,linear1022,logreg_subject_z,anchor_center_robust,joint_weighted,validation,0.5439814814814815,0.08413614419169871,0.5439814814814815,0.5439814814814815,12
poly1022|xgb_global|resp_all_robust|joint_weighted,poly1022,xgb_global,resp_all_robust,joint_weighted,validation,0.5439814814814814,0.09435403674409738,0.5439814814814814,0.5439814814814814,12
poly1022|xgb_subject_z|anchor_z_robust|split_topk,poly1022,xgb_subject_z,anchor_z_robust,split_topk,validation,0.5416666666666667,0.1015452993074904,0.5416666666666667,0.5416666666666667,12
poly1022|logreg_subject_z|anchor_center_robust|joint_weighted,poly1022,logreg_subject_z,anchor_center_robust,joint_weighted,validation,0.5416666666666667,0.07989541424018372,0.5416666666666667,0.5416666666666667,12
linear1022|xgb_global|anchor_center_robust|split_topk,linear1022,xgb_global,anchor_center_robust,split_topk,validation,0.5416666666666666,0.08076861409959335,0.5416666666666666,0.5416666666666666,12
poly1022|xgb_subject_z|anchor_center_robust|split_topk,poly1022,xgb_subject_z,anchor_center_robust,split_topk,validation,0.5416666666666666,0.09363886978656139,0.5416666666666666,0.5416666666666666,12
poly1022|logreg_subject_z|resp_all_robust|joint_weighted,poly1022,logreg_subject_z,resp_all_robust,joint_weighted,validation,0.5416666666666666,0.0763027521703946,0.5416666666666666,0.5416666666666666,12
poly1022|logreg_subject_z|anchor_center_robust|split_topk,poly1022,logreg_subject_z,anchor_center_robust,split_topk,validation,0.5416666666666666,0.07901256488465665,0.5416666666666666,0.5416666666666666,12
linear1022|xgb_global|resp_all_robust|joint_weighted,linear1022,xgb_global,resp_all_robust,joint_weighted,validation,0.539351851851852,0.08740742524110987,0.5393518518518519,0.539351851851852,12
linear1022|xgb_global|anchor_z_robust|split_topk,linear1022,xgb_global,anchor_z_robust,split_topk,validation,0.5393518518518519,0.06952856857516007,0.5393518518518519,0.5393518518518519,12
linear1022|xgb_subject_robust|anchor_center_robust|joint_weighted,linear1022,xgb_subject_robust,anchor_center_robust,joint_weighted,validation,0.5393518518518517,0.1187159682071877,0.5393518518518517,0.5393518518518517,12
poly1022|xgb_global|anchor_center_robust|joint_weighted,poly1022,xgb_global,anchor_center_robust,joint_weighted,validation,0.5393518518518517,0.09133190582744116,0.5393518518518517,0.5393518518518517,12
linear1022|xgb_global|resp_all_std|split_topk,linear1022,xgb_global,resp_all_std,split_topk,validation,0.537037037037037,0.0927607899929691,0.537037037037037,0.537037037037037,12
truncate1022|xgb_global|anchor_z_robust|joint_weighted,truncate1022,xgb_global,anchor_z_robust,joint_weighted,validation,0.5347222222222222,0.10535933383231515,0.5347222222222222,0.5347222222222222,12
poly1022|xgb_global|anchor_z_robust|joint_weighted,poly1022,xgb_global,anchor_z_robust,joint_weighted,validation,0.5347222222222222,0.10928101421262552,0.5347222222222222,0.5347222222222222,12
truncate1022|xgb_global|anchor_center_robust|split_topk,truncate1022,xgb_global,anchor_center_robust,split_topk,validation,0.5324074074074074,0.12299647630598505,0.5324074074074074,0.5324074074074074,12
truncate1022|xgb_global|anchor_z_robust|split_topk,truncate1022,xgb_global,anchor_z_robust,split_topk,validation,0.5324074074074074,0.10108372737558782,0.5324074074074074,0.5324074074074074,12
linear1022|xgb_global|resp_all_robust|split_topk,linear1022,xgb_global,resp_all_robust,split_topk,validation,0.5300925925925926,0.0987139052598838,0.5300925925925926,0.5300925925925926,12
poly1022|logreg_subject_z|anchor_z_robust|joint_weighted,poly1022,logreg_subject_z,anchor_z_robust,joint_weighted,validation,0.5277777777777778,0.08703882797784893,0.5277777777777778,0.5277777777777778,12
linear1022|xgb_global|anchor_z_robust|joint_weighted,linear1022,xgb_global,anchor_z_robust,joint_weighted,validation,0.5208333333333334,0.06608012175822994,0.5208333333333334,0.5208333333333334,12
truncate1022|logreg_subject_z|anchor_center_robust|split_topk,truncate1022,logreg_subject_z,anchor_center_robust,split_topk,validation,0.5185185185185185,0.08486251286955261,0.5185185185185185,0.5185185185185185,12
truncate1022|xgb_global|anchor_center_robust|joint_weighted,truncate1022,xgb_global,anchor_center_robust,joint_weighted,validation,0.513888888888889,0.10823292420069112,0.513888888888889,0.513888888888889,12
