feature,form,p_raw,p_react
Resp_dfa_alpha,zdev,0.918327135634172,0.9489011496671083
Resp_energy,zdev,0.039707179644210555,0.039707179644210555
Resp_hjorth_activity,zdev,0.04965868434828735,0.0673314514097001
Resp_hjorth_complexity,zdev,0.20180805521795264,0.15938207093404344
Resp_hjorth_mobility,zdev,0.8575756858699606,0.8676535108124881
Resp_iqr,zdev,0.026503855173359625,0.039707179644210555
Resp_kurtosis,zdev,0.4408965276352319,0.34791725337890966
Resp_mad,zdev,0.005146286908711772,0.005146286908711772
Resp_max,zdev,0.22085343144863145,0.2064557713110844
Resp_mcr,zdev,0.7551839940292214,0.8016672445815889
Resp_mean,zdev,0.9081598007287539,0.7388477399363182
Resp_mean_abs,zdev,0.017863041406599223,0.009257596429051773
Resp_mean_freq,zdev,0.4962226413526878,0.5988687414364904
Resp_min,zdev,0.07352257130241924,0.06536346826487716
Resp_p10,zdev,0.26821717614620866,0.30946492834027595
Resp_p90,zdev,0.37513229986052465,0.38920910656815977
Resp_peak_freq,zdev,0.11183552183735439,0.11183552183735439
Resp_peak_power,zdev,0.01658421995853132,0.019938929212912626
Resp_peak_rel_power,zdev,0.589966487134916,0.61684943961518
Resp_perm_entropy,zdev,0.1927373912940311,0.1338770055808709
Resp_petrosian_fd,zdev,0.15938207093404344,0.05450788525649841
Resp_rms,zdev,0.033661187841971696,0.019225241039748653
Resp_samp_entropy,zdev,0.14082645391044935,0.10864966500867013
Resp_skew,zdev,0.008534936647265567,0.019225241039748653
Resp_spec_bandwidth,zdev,0.16728996442998323,0.18831355221846025
Resp_spec_centroid,zdev,0.4962226413526878,0.5988687414364904
Resp_spec_edge_95,zdev,0.42595354045077094,0.09518049235192866
Resp_spec_entropy,zdev,0.5811243694488439,0.5378507163841277
Resp_spec_flatness,zdev,0.061566552753902215,0.07568452621308097
Resp_spec_spread,zdev,0.16728996442998323,0.18831355221846025
Resp_std,zdev,0.03598027290627215,0.03480462813149643
Resp_total_power,zdev,0.019225241039748653,0.019938929212912626
Resp_zcr,zdev,0.7551839940292214,0.8016672445815889
raw_Bvp_mean,zdev,0.989773659029197,0.748553222285409
raw_Bvp_std,zdev,0.9081598007287539,0.9693275504196208
raw_Bvp_min,zdev,0.7680801663736929,0.5209959815183538
raw_Bvp_max,zdev,0.5293899788184717,0.4641733385296902
Bvp_median,zdev,0.4881036754895831,0.5636246097647017
raw_Bvp_iqr,zdev,0.928507554411226,0.8575756858699606
raw_Bvp_skew,zdev,0.61684943961518,0.6259257100791729
raw_Bvp_kurtosis,zdev,0.9081598007287539,0.8980071655796564
Bvp_range,zdev,0.4332855930115329,0.8274844261859471
raw_Bvp_mad,zdev,0.989773659029197,0.918327135634172
raw_Bvp_rms,zdev,1.0,0.7388477399363182
Bvp_cv,zdev,0.928507554411226,0.9081598007287539
Bvp_diff_std,zdev,0.019938929212912626,0.02559470177948242
Bvp_n_extrema,zdev,0.012842424168366763,0.009638486374569766
raw_Eda_mean,zdev,0.3546030777852138,0.8175065857803929
raw_Eda_std,zdev,0.8475205228487539,0.918327135634172
raw_Eda_min,zdev,0.518809073978113,0.600132072506667
raw_Eda_max,zdev,0.709980035901026,0.9693275504196208
Eda_median,zdev,0.20180805521795264,0.5378507163841277
raw_Eda_iqr,zdev,0.5988687414364904,0.44858183588075917
raw_Eda_skew,zdev,0.8475205228487539,0.959111066843434
raw_Eda_kurtosis,zdev,0.07789686875457846,0.03254928721435135
Eda_range,zdev,0.5209959815183538,0.4332855930115329
raw_Eda_mad,zdev,0.6078300836870767,0.41090411606546695
raw_Eda_rms,zdev,0.34791725337890966,0.748553222285409
Eda_cv,zdev,0.6078300836870767,0.709980035901026
Eda_diff_std,zdev,0.681513923390412,0.32196494471736514
Eda_n_extrema,zdev,0.5099989369104945,0.3971056435444211
raw_Resp_mean,zdev,0.9081598007287539,0.7388477399363182
raw_Resp_std,zdev,0.03598027290627215,0.03480462813149643
raw_Resp_min,zdev,0.07352257130241924,0.06536346826487716
raw_Resp_max,zdev,0.22085343144863145,0.2064557713110844
Resp_median,zdev,0.989773659029197,0.748553222285409
raw_Resp_iqr,zdev,0.026503855173359625,0.039707179644210555
raw_Resp_skew,zdev,0.008534936647265567,0.019225241039748653
raw_Resp_kurtosis,zdev,0.4408965276352319,0.34791725337890966
Resp_range,zdev,0.01658421995853132,0.026503855173359625
raw_Resp_mad,zdev,0.005146286908711772,0.005146286908711772
raw_Resp_rms,zdev,0.033661187841971696,0.019225241039748653
Resp_cv,zdev,0.44858183588075917,0.5126695594799457
Resp_diff_std,zdev,0.006653708996964269,0.01658421995853132
Resp_n_extrema,zdev,0.22085343144863145,0.05620752656705008
