config_id,base_config_id,resample_tag,norm_id,feature_set,model_id,refine_id,split,n_features,macro_f1_mean,accuracy_mean,balanced_accuracy_mean,precision_nopain_mean,recall_nopain_mean
poly1022|subject_robust|bvp_eda_core|svm_rbf_c3_gscale|base,poly1022|subject_robust|bvp_eda_core|svm_rbf_c3_gscale|base,poly1022,subject_robust,bvp_eda_core,svm_rbf_c3_gscale,base,train_loso,99,0.8079268292682926,0.8292682926829268,0.8079268292682926,0.7439024390243902,0.7439024390243902
poly1022|subject_robust|bvp_eda_core|svm_rbf_c3_g001|base,poly1022|subject_robust|bvp_eda_core|svm_rbf_c3_g001|base,poly1022,subject_robust,bvp_eda_core,svm_rbf_c3_g001,base,train_loso,99,0.8079268292682926,0.8292682926829268,0.8079268292682926,0.7439024390243902,0.7439024390243902
truncate1022|subject_z|bvp_eda_core|svm_rbf_c1_gscale|base,truncate1022|subject_z|bvp_eda_core|svm_rbf_c1_gscale|base,truncate1022,subject_z,bvp_eda_core,svm_rbf_c1_gscale,base,train_loso,98,0.8064024390243902,0.8279132791327913,0.8064024390243902,0.741869918699187,0.741869918699187
truncate1022|subject_robust|bvp_eda_core|svm_linear_c03|base,truncate1022|subject_robust|bvp_eda_core|svm_linear_c03|base,truncate1022,subject_robust,bvp_eda_core,svm_linear_c03,base,train_loso,98,0.8064024390243902,0.8279132791327913,0.8064024390243902,0.741869918699187,0.741869918699187
poly1022|subject_z|bvp_eda_core|svm_linear_c03|base,poly1022|subject_z|bvp_eda_core|svm_linear_c03|base,poly1022,subject_z,bvp_eda_core,svm_linear_c03,base,train_loso,99,0.8018292682926829,0.8238482384823849,0.8018292682926829,0.7357723577235772,0.7357723577235772
truncate1022|subject_z|bvp_eda_core|svm_rbf_c3_gscale|base|anchor_z_l05,truncate1022|subject_z|bvp_eda_core|svm_rbf_c3_gscale|base,truncate1022,subject_z,bvp_eda_core,svm_rbf_c3_gscale,anchor_z_l05,validation,98,0.8177083333333333,0.8379629629629629,0.8177083333333333,0.7569444444444444,0.7569444444444444
truncate1022|subject_z|bvp_eda_core|svm_rbf_c3_g001|base|anchor_z_l05,truncate1022|subject_z|bvp_eda_core|svm_rbf_c3_g001|base,truncate1022,subject_z,bvp_eda_core,svm_rbf_c3_g001,anchor_z_l05,validation,98,0.8177083333333333,0.8379629629629629,0.8177083333333333,0.7569444444444444,0.7569444444444444
linear1022|subject_z|bvp_eda_core|svm_rbf_c3_gscale|base|anchor_z_l05,linear1022|subject_z|bvp_eda_core|svm_rbf_c3_gscale|base,linear1022,subject_z,bvp_eda_core,svm_rbf_c3_gscale,anchor_z_l05,validation,99,0.8177083333333333,0.8379629629629629,0.8177083333333333,0.7569444444444444,0.7569444444444444
linear1022|subject_z|bvp_eda_core|svm_rbf_c3_g001|base|anchor_z_l05,linear1022|subject_z|bvp_eda_core|svm_rbf_c3_g001|base,linear1022,subject_z,bvp_eda_core,svm_rbf_c3_g001,anchor_z_l05,validation,99,0.8177083333333333,0.8379629629629629,0.8177083333333333,0.7569444444444444,0.7569444444444444
poly1022|subject_z|bvp_eda_core|svm_rbf_c3_gscale|base|anchor_z_l05,poly1022|subject_z|bvp_eda_core|svm_rbf_c3_gscale|base,poly1022,subject_z,bvp_eda_core,svm_rbf_c3_gscale,anchor_z_l05,validation,99,0.8177083333333333,0.8379629629629629,0.8177083333333333,0.7569444444444444,0.7569444444444444
poly1022|subject_z|bvp_eda_core|svm_rbf_c3_g001|base|anchor_z_l05,poly1022|subject_z|bvp_eda_core|svm_rbf_c3_g001|base,poly1022,subject_z,bvp_eda_core,svm_rbf_c3_g001,anchor_z_l05,validation,99,0.8177083333333333,0.8379629629629629,0.8177083333333333,0.7569444444444444,0.7569444444444444
truncate1022|subject_z|bvp_eda_core|svm_rbf_c3_gscale|base,truncate1022|subject_z|bvp_eda_core|svm_rbf_c3_gscale|base,truncate1022,subject_z,bvp_eda_core,svm_rbf_c3_gscale,base,validation,98,0.8125,0.8333333333333334,0.8125,0.75,0.75
truncate1022|subject_z|bvp_eda_core|svm_rbf_c3_g001|base,truncate1022|subject_z|bvp_eda_core|svm_rbf_c3_g001|base,truncate1022,subject_z,bvp_eda_core,svm_rbf_c3_g001,base,validation,98,0.8125,0.8333333333333334,0.8125,0.75,0.75
linear1022|subject_z|bvp_eda_core|svm_rbf_c3_gscale|base,linear1022|subject_z|bvp_eda_core|svm_rbf_c3_gscale|base,linear1022,subject_z,bvp_eda_core,svm_rbf_c3_gscale,base,validation,99,0.8125,0.8333333333333334,0.8125,0.75,0.75
linear1022|subject_z|bvp_eda_core|svm_rbf_c3_g001|base,linear1022|subject_z|bvp_eda_core|svm_rbf_c3_g001|base,linear1022,subject_z,bvp_eda_core,svm_rbf_c3_g001,base,validation,99,0.8125,0.8333333333333334,0.8125,0.75,0.75
poly1022|subject_z|bvp_eda_core|svm_rbf_c3_gscale|base,poly1022|subject_z|bvp_eda_core|svm_rbf_c3_gscale|base,poly1022,subject_z,bvp_eda_core,svm_rbf_c3_gscale,base,validation,99,0.8125,0.8333333333333334,0.8125,0.75,0.75
poly1022|subject_z|bvp_eda_core|svm_rbf_c3_g001|base,poly1022|subject_z|bvp_eda_core|svm_rbf_c3_g001|base,poly1022,subject_z,bvp_eda_core,svm_rbf_c3_g001,base,validation,99,0.8125,0.8333333333333334,0.8125,0.75,0.75
linear1022|subject_z|bvp_eda_core|svm_rbf_c1_gscale|base,linear1022|subject_z|bvp_eda_core|svm_rbf_c1_gscale|base,linear1022,subject_z,bvp_eda_core,svm_rbf_c1_gscale,base,validation,99,0.8072916666666667,0.8287037037037037,0.8072916666666667,0.7430555555555556,0.7430555555555556
truncate1022|subject_z|bvp_eda_core|svm_rbf_c1_gscale|base,truncate1022|subject_z|bvp_eda_core|svm_rbf_c1_gscale|base,truncate1022,subject_z,bvp_eda_core,svm_rbf_c1_gscale,base,validation,98,0.8020833333333334,0.8240740740740741,0.8020833333333334,0.7361111111111112,0.7361111111111112
poly1022|subject_z|bvp_eda_core|svm_rbf_c1_gscale|base,poly1022|subject_z|bvp_eda_core|svm_rbf_c1_gscale|base,poly1022,subject_z,bvp_eda_core,svm_rbf_c1_gscale,base,validation,99,0.8020833333333334,0.8240740740740741,0.8020833333333334,0.7361111111111112,0.7361111111111112
truncate1022|subject_z|bvp_eda_core|svm_linear_c03|base,truncate1022|subject_z|bvp_eda_core|svm_linear_c03|base,truncate1022,subject_z,bvp_eda_core,svm_linear_c03,base,validation,98,0.7916666666666667,0.8148148148148148,0.7916666666666667,0.7222222222222222,0.7222222222222222
linear1022|subject_z|bvp_eda_core|svm_linear_c03|base,linear1022|subject_z|bvp_eda_core|svm_linear_c03|base,linear1022,subject_z,bvp_eda_core,svm_linear_c03,base,validation,99,0.7916666666666667,0.8148148148148148,0.7916666666666667,0.7222222222222222,0.7222222222222222
poly1022|subject_z|bvp_eda_core|svm_rbf_c3_gscale|base|anchor_center_l05,poly1022|subject_z|bvp_eda_core|svm_rbf_c3_gscale|base,poly1022,subject_z,bvp_eda_core,svm_rbf_c3_gscale,anchor_center_l05,validation,99,0.7916666666666667,0.8148148148148148,0.7916666666666667,0.7222222222222222,0.7222222222222222
poly1022|subject_z|bvp_eda_core|svm_rbf_c3_g001|base|anchor_center_l05,poly1022|subject_z|bvp_eda_core|svm_rbf_c3_g001|base,poly1022,subject_z,bvp_eda_core,svm_rbf_c3_g001,anchor_center_l05,validation,99,0.7916666666666667,0.8148148148148148,0.7916666666666667,0.7222222222222222,0.7222222222222222
truncate1022|subject_robust|bvp_eda_core|svm_rbf_c1_gscale|base,truncate1022|subject_robust|bvp_eda_core|svm_rbf_c1_gscale|base,truncate1022,subject_robust,bvp_eda_core,svm_rbf_c1_gscale,base,validation,98,0.7864583333333333,0.8101851851851852,0.7864583333333333,0.7152777777777778,0.7152777777777778
linear1022|subject_z|bvp_eda_core|svm_linear_c1|base,linear1022|subject_z|bvp_eda_core|svm_linear_c1|base,linear1022,subject_z,bvp_eda_core,svm_linear_c1,base,validation,99,0.7864583333333333,0.8101851851851852,0.7864583333333333,0.7152777777777778,0.7152777777777778
linear1022|subject_robust|bvp_eda_core|svm_rbf_c1_gscale|base,linear1022|subject_robust|bvp_eda_core|svm_rbf_c1_gscale|base,linear1022,subject_robust,bvp_eda_core,svm_rbf_c1_gscale,base,validation,99,0.7864583333333333,0.8101851851851852,0.7864583333333333,0.7152777777777778,0.7152777777777778
poly1022|subject_robust|bvp_eda_core|svm_rbf_c1_gscale|base,poly1022|subject_robust|bvp_eda_core|svm_rbf_c1_gscale|base,poly1022,subject_robust,bvp_eda_core,svm_rbf_c1_gscale,base,validation,99,0.7864583333333333,0.8101851851851852,0.7864583333333333,0.7152777777777778,0.7152777777777778
linear1022|subject_z|bvp_eda_core|svm_rbf_c3_gscale|base|anchor_center_l05,linear1022|subject_z|bvp_eda_core|svm_rbf_c3_gscale|base,linear1022,subject_z,bvp_eda_core,svm_rbf_c3_gscale,anchor_center_l05,validation,99,0.7864583333333333,0.8101851851851852,0.7864583333333333,0.7152777777777778,0.7152777777777778
linear1022|subject_z|bvp_eda_core|svm_rbf_c3_g001|base|anchor_center_l05,linear1022|subject_z|bvp_eda_core|svm_rbf_c3_g001|base,linear1022,subject_z,bvp_eda_core,svm_rbf_c3_g001,anchor_center_l05,validation,99,0.7864583333333333,0.8101851851851852,0.7864583333333333,0.7152777777777778,0.7152777777777778
truncate1022|subject_z|bvp_eda_core|svm_linear_c1|base,truncate1022|subject_z|bvp_eda_core|svm_linear_c1|base,truncate1022,subject_z,bvp_eda_core,svm_linear_c1,base,validation,98,0.78125,0.8055555555555556,0.78125,0.7083333333333334,0.7083333333333334
truncate1022|subject_robust|bvp_eda_core|svm_rbf_c3_gscale|base,truncate1022|subject_robust|bvp_eda_core|svm_rbf_c3_gscale|base,truncate1022,subject_robust,bvp_eda_core,svm_rbf_c3_gscale,base,validation,98,0.78125,0.8055555555555556,0.78125,0.7083333333333334,0.7083333333333334
truncate1022|subject_robust|bvp_eda_core|svm_rbf_c3_g001|base,truncate1022|subject_robust|bvp_eda_core|svm_rbf_c3_g001|base,truncate1022,subject_robust,bvp_eda_core,svm_rbf_c3_g001,base,validation,98,0.78125,0.8055555555555556,0.78125,0.7083333333333334,0.7083333333333334
linear1022|subject_z|bvp_eda_core|svm_linear_c3|base,linear1022|subject_z|bvp_eda_core|svm_linear_c3|base,linear1022,subject_z,bvp_eda_core,svm_linear_c3,base,validation,99,0.78125,0.8055555555555556,0.78125,0.7083333333333334,0.7083333333333334
linear1022|subject_robust|bvp_eda_core|svm_rbf_c3_gscale|base,linear1022|subject_robust|bvp_eda_core|svm_rbf_c3_gscale|base,linear1022,subject_robust,bvp_eda_core,svm_rbf_c3_gscale,base,validation,99,0.78125,0.8055555555555556,0.78125,0.7083333333333334,0.7083333333333334
linear1022|subject_robust|bvp_eda_core|svm_rbf_c3_g001|base,linear1022|subject_robust|bvp_eda_core|svm_rbf_c3_g001|base,linear1022,subject_robust,bvp_eda_core,svm_rbf_c3_g001,base,validation,99,0.78125,0.8055555555555556,0.78125,0.7083333333333334,0.7083333333333334
poly1022|subject_robust|bvp_eda_core|svm_rbf_c3_gscale|base,poly1022|subject_robust|bvp_eda_core|svm_rbf_c3_gscale|base,poly1022,subject_robust,bvp_eda_core,svm_rbf_c3_gscale,base,validation,99,0.78125,0.8055555555555556,0.78125,0.7083333333333334,0.7083333333333334
poly1022|subject_robust|bvp_eda_core|svm_rbf_c3_g001|base,poly1022|subject_robust|bvp_eda_core|svm_rbf_c3_g001|base,poly1022,subject_robust,bvp_eda_core,svm_rbf_c3_g001,base,validation,99,0.78125,0.8055555555555556,0.78125,0.7083333333333334,0.7083333333333334
truncate1022|subject_z|bvp_eda_core|svm_rbf_c3_gscale|base|anchor_center_l05,truncate1022|subject_z|bvp_eda_core|svm_rbf_c3_gscale|base,truncate1022,subject_z,bvp_eda_core,svm_rbf_c3_gscale,anchor_center_l05,validation,98,0.78125,0.8055555555555556,0.78125,0.7083333333333334,0.7083333333333334
truncate1022|subject_z|bvp_eda_core|svm_rbf_c3_g001|base|anchor_center_l05,truncate1022|subject_z|bvp_eda_core|svm_rbf_c3_g001|base,truncate1022,subject_z,bvp_eda_core,svm_rbf_c3_g001,anchor_center_l05,validation,98,0.78125,0.8055555555555556,0.78125,0.7083333333333334,0.7083333333333334
truncate1022|subject_robust|bvp_eda_core|svm_linear_c03|base,truncate1022|subject_robust|bvp_eda_core|svm_linear_c03|base,truncate1022,subject_robust,bvp_eda_core,svm_linear_c03,base,validation,98,0.7708333333333333,0.7962962962962963,0.7708333333333333,0.6944444444444444,0.6944444444444444
truncate1022|subject_robust|bvp_eda_core|svm_linear_c1|base,truncate1022|subject_robust|bvp_eda_core|svm_linear_c1|base,truncate1022,subject_robust,bvp_eda_core,svm_linear_c1,base,validation,98,0.7708333333333333,0.7962962962962963,0.7708333333333333,0.6944444444444444,0.6944444444444444
linear1022|subject_robust|bvp_eda_core|svm_linear_c3|base,linear1022|subject_robust|bvp_eda_core|svm_linear_c3|base,linear1022,subject_robust,bvp_eda_core,svm_linear_c3,base,validation,99,0.7708333333333333,0.7962962962962963,0.7708333333333333,0.6944444444444444,0.6944444444444444
poly1022|subject_z|bvp_eda_core|svm_linear_c03|base,poly1022|subject_z|bvp_eda_core|svm_linear_c03|base,poly1022,subject_z,bvp_eda_core,svm_linear_c03,base,validation,99,0.7708333333333333,0.7962962962962963,0.7708333333333333,0.6944444444444444,0.6944444444444444
poly1022|subject_z|bvp_eda_core|svm_linear_c1|base,poly1022|subject_z|bvp_eda_core|svm_linear_c1|base,poly1022,subject_z,bvp_eda_core,svm_linear_c1,base,validation,99,0.7708333333333333,0.7962962962962963,0.7708333333333333,0.6944444444444444,0.6944444444444444
poly1022|subject_z|bvp_eda_core|svm_linear_c3|base,poly1022|subject_z|bvp_eda_core|svm_linear_c3|base,poly1022,subject_z,bvp_eda_core,svm_linear_c3,base,validation,99,0.7708333333333333,0.7962962962962963,0.7708333333333333,0.6944444444444444,0.6944444444444444
