model,preprocessing,label_scheme,subject_held_out,n_val,accuracy,balanced_accuracy,macro_f1,f1_NoPain,f1_PainArm,f1_PainHand,f1_Pain
logreg,global,3class,57,36,0.3333333333333333,0.3333333333333333,0.1702127659574468,0.0,0.0,0.5106382978723404,
logreg,global,3class,58,36,0.4722222222222222,0.47222222222222215,0.4828282828282829,0.8,0.18181818181818182,0.4666666666666667,
logreg,global,3class,59,36,0.6111111111111112,0.6111111111111112,0.6157575757575758,0.7272727272727273,0.56,0.56,
logreg,global,3class,60,36,0.3888888888888889,0.38888888888888884,0.36943666355431065,0.23529411764705882,0.4444444444444444,0.42857142857142855,
logreg,global,3class,63,36,0.5277777777777778,0.5277777777777778,0.488252086078173,0.6086956521739131,0.6060606060606061,0.25,
rf,global,3class,1,36,0.5277777777777778,0.5277777777777778,0.4407359863072315,0.7368421052631579,0.5853658536585366,0.0,
rf,global,3class,2,36,0.4722222222222222,0.47222222222222215,0.42857142857142855,0.6666666666666666,0.2857142857142857,0.3333333333333333,
rf,global,3class,4,36,0.5277777777777778,0.5277777777777778,0.5484711779448621,0.7368421052631579,0.42857142857142855,0.48,
rf,global,3class,5,36,0.6111111111111112,0.6111111111111112,0.5475226527858107,0.8571428571428571,0.15384615384615385,0.631578947368421,
rf,global,3class,6,36,0.5,0.5,0.49446552814674255,0.5882352941176471,0.25,0.6451612903225806,
rf,global,3class,8,36,0.5555555555555556,0.5555555555555555,0.4894179894179895,0.8571428571428571,0.0,0.6111111111111112,
rf,global,3class,11,36,0.4722222222222222,0.47222222222222215,0.42825193737972644,0.6153846153846154,0.5517241379310345,0.11764705882352941,
rf,global,3class,12,36,0.3611111111111111,0.3611111111111111,0.22149481723949807,0.5106382978723404,0.15384615384615385,0.0,
rf,global,3class,13,36,0.6388888888888888,0.6388888888888888,0.5902777777777778,0.8333333333333334,0.25,0.6875,
rf,global,3class,15,36,0.4722222222222222,0.47222222222222215,0.3695324283559578,0.6470588235294118,0.46153846153846156,0.0,
rf,global,3class,16,36,0.5555555555555556,0.5555555555555556,0.5359477124183006,0.6666666666666666,0.35294117647058826,0.5882352941176471,
rf,global,3class,18,36,0.5277777777777778,0.5277777777777778,0.4836744639376218,0.631578947368421,0.4444444444444444,0.375,
rf,global,3class,21,36,0.3888888888888889,0.38888888888888884,0.3058286742497269,0.5641025641025641,0.21052631578947367,0.14285714285714285,
rf,global,3class,22,36,0.5,0.5,0.4434824434824434,0.7272727272727273,0.38095238095238093,0.2222222222222222,
rf,global,3class,24,36,0.4444444444444444,0.4444444444444444,0.41798212005108554,0.5517241379310345,0.2222222222222222,0.48,
rf,global,3class,25,36,0.3333333333333333,0.3333333333333333,0.1702127659574468,0.5106382978723404,0.0,0.0,
rf,global,3class,27,36,0.5833333333333334,0.5833333333333334,0.5444444444444444,0.8,0.3333333333333333,0.5,
