split,accuracy,balanced_accuracy,macro_f1,precision_nopain,recall_nopain
train_loso,0.5223577235772358,0.5223577235772358,0.5223577235772358,0.5223577235772358,0.5223577235772358
validation,0.5138888888888888,0.5138888888888888,0.5138888888888888,0.5138888888888888,0.5138888888888888
