iter,train_logloss,val_logloss
1,0.597169536420808,0.6059788795257056
2,0.5643375614067403,0.5786583974129624
3,0.5347935650447196,0.5541429176788639
4,0.5085174881507387,0.53203746193537
5,0.48665810711580887,0.5183155352456702
6,0.46548707261277733,0.5022174597683328
7,0.44697010381838814,0.49035566162180017
8,0.43011107996388825,0.4798339104831771
9,0.4142655973653322,0.46995315821496425
10,0.400268663518474,0.4620192595585077
11,0.387341205384027,0.45234048721828946
12,0.3751975879638499,0.4435295866181453
13,0.3638288800309344,0.4363020625034416
14,0.35333506431844497,0.4299547096921338
15,0.343303844332695,0.42547457801454047
16,0.33413239377664355,0.4214373814045555
17,0.32568597574503766,0.4179071978217474
18,0.31730590004544595,0.4135202158552905
19,0.30991195427470897,0.4114550772054052
20,0.3025132264729922,0.4070448135543201
21,0.29639241094814567,0.40467593467069995
22,0.28938826621285463,0.401874375909015
23,0.2826593811030633,0.3993141322431189
24,0.27679908272070775,0.3965905266813934
25,0.270705175106502,0.39432186384995777
26,0.26527849327379127,0.39208493411920414
27,0.2602133696424323,0.38902688387746887
28,0.2559910245961573,0.3878520880567117
29,0.2512040557188353,0.3863543246320828
30,0.24644670259651696,0.38442816588751694
31,0.24146797180650276,0.38275387700371166
32,0.23645916820672874,0.381695171162762
33,0.23178371579858265,0.38239009735277957
34,0.22767855137647167,0.3802819002971605
35,0.22410544043098926,0.3778454238566122
36,0.22047886629475327,0.3773474494098789
37,0.2166755464707872,0.37681372435246074
38,0.21322134401911724,0.37684808685703
39,0.2101261399340561,0.37586864952377425
40,0.20677702782327326,0.37449253114647474
41,0.2035568610873568,0.37455660149593045
42,0.2005930787739836,0.37452658772020153
43,0.19708929916081552,0.37466644861355974
44,0.19372728981612738,0.37352675278843556
45,0.19061909451560802,0.3730188813664157
46,0.18812139646521187,0.37341200994517376
47,0.18547204827516262,0.37226955584871274
48,0.18310702635104034,0.3722756877541542
49,0.18047299637991762,0.37399410823989593
50,0.17788545017289678,0.37362784871193405
51,0.1751523067698963,0.37509394873416535
52,0.1725262880721571,0.3764573151840725
53,0.17051707318199036,0.375814988016996
54,0.16814310904996102,0.3751455628813279
55,0.16605550721401302,0.37590506525184203
56,0.16459549430740095,0.3753224137407314
57,0.16199904387352387,0.37611981321997184
58,0.1602722765710003,0.3757713878660946
59,0.15875095977993092,0.3759389555435283
60,0.15699460543376623,0.3746086976262396
61,0.15552766787186062,0.3747049271392084
62,0.15363667402631,0.3757499190612213
63,0.15191960677398536,0.37568049132823944
64,0.14981225375205956,0.3766697404681946
65,0.14879138435856729,0.3766445922988674
66,0.14706690411959197,0.37707497704239495
67,0.14581179374331724,0.3777860649732045
68,0.14475102141136076,0.3781150208906857
69,0.14341339701786637,0.378478503657755
70,0.14204914213554445,0.3780195211293176
71,0.14103197632452125,0.3776003461421674
72,0.13942223766138448,0.3790009580843616
73,0.1379105903597569,0.37889793025829865
74,0.13706733368944155,0.3789835148706549
75,0.1360940790490997,0.37837087259201024
76,0.13456139503410314,0.37863677850799393
77,0.13337563505039113,0.37860621274901657
78,0.13261069719702367,0.37899450664365386
79,0.13136613753032403,0.37866238109914035
80,0.12983824410299116,0.37829771603854306
81,0.12845005106236432,0.3777712866484998
82,0.12743438806966562,0.3771438524008435
83,0.12601209092420856,0.37730755541728017
84,0.1250126774963572,0.37780506866639135
85,0.1233060953067237,0.3793416825355962
86,0.12168689937359807,0.37997471003823363
87,0.12069959532381805,0.3804788160530195
88,0.11975205286253283,0.37996020637607825
89,0.11755073032809452,0.37953960034496115
90,0.11575628299380307,0.3812409605479506
91,0.1143928706967133,0.3825905050390348
92,0.1135953808554163,0.3824084406552612
93,0.11201347225155747,0.3826082906781704
94,0.11104786015988952,0.3832055678164276
95,0.10949172412214402,0.3840490160116503
96,0.10841743820734943,0.3840009983180574
97,0.107789709268871,0.3834743710252008
98,0.1064728347144183,0.38398163066961355
99,0.10481074848732858,0.3856723170082895
100,0.10337817004148604,0.3867131777962506
101,0.10257090126236189,0.3868262109813427
102,0.10131019606383715,0.38945319483927626
103,0.10006714971666035,0.3903825690471826
104,0.09951185326252529,0.39024512537192396
105,0.09877743944888531,0.38936226701749815
106,0.09830185022917488,0.3888147205084183
107,0.09725469566869352,0.38897934295635894
108,0.09582880061259556,0.38944002333273936
109,0.0950258719959791,0.3899773793867401
110,0.09431339869552373,0.39037995838562317
111,0.09316442883060803,0.39067692793765607
112,0.09193881219062074,0.3920737431773752
113,0.09109148167362083,0.3925350246389388
114,0.09029167247322505,0.3924229973423213
115,0.08975854646468151,0.3923131726227843
116,0.08873700485142014,0.39299713351216203
117,0.08790326518011986,0.39351169301112854
118,0.08748213689625049,0.394457992163047
119,0.08641020319365257,0.39528821392391195
120,0.08570600925907833,0.3951026551749911
121,0.08525127564669842,0.39459811042858445
122,0.08457503200524114,0.39425844063575993
123,0.0838884906862234,0.39482714681421555
124,0.0834313820649871,0.39457742321866573
125,0.0828598342674373,0.394202199150405
126,0.08218345793743673,0.3948679074566354
127,0.08171677456035778,0.3944867457655534
128,0.08112024897119526,0.3948052340198989
129,0.08023451484798462,0.39585447417306974
130,0.07945965174954703,0.3962611028559709
131,0.07856201072956838,0.3968402873061778
132,0.07788355572086533,0.3966685623238812
133,0.07716289694806047,0.3975567227467696
134,0.07649663163055312,0.39753472189800554
135,0.07558153197595213,0.39813812746244903
136,0.07488031061201357,0.39907156702436086
137,0.0743341318942997,0.3980217937814477
138,0.07377536203657803,0.3978557918787744
139,0.07327660313266522,0.3987058973957405
140,0.07271869623305423,0.3988271009519748
141,0.07180177272196643,0.3983526072401286
142,0.07117751431273615,0.3988971711627932
143,0.07059405950429032,0.3989845114650692
144,0.06979843874281016,0.40150042646375905
145,0.06926666687863095,0.40116746935328357
146,0.06881316701974183,0.40090453926030833
147,0.06815048273360018,0.4010060185375753
148,0.0678952664322946,0.4009137238271823
149,0.06726742882074424,0.4011600918847425
150,0.06622082149686587,0.40267675957498056
151,0.06564900940920632,0.40344973037820264
152,0.06496165564993894,0.40375785828655353
153,0.06437651435311424,0.40453375641758343
154,0.06376393815486119,0.4055241078962421
155,0.06325330114969951,0.405846253113446
156,0.06259019682232762,0.40619760975688995
157,0.0622209387224153,0.4065741741555771
158,0.06189709207486156,0.40710652343989717
159,0.06157154005736543,0.4074364986483016
160,0.06126239578967452,0.4072907360370866
161,0.06075596137938571,0.40701953590986606
162,0.0603779638082183,0.4070887811572498
163,0.05994409139778877,0.407363689612221
164,0.05928943802725709,0.40801160241055723
165,0.05871746548779434,0.40818801026236745
166,0.05808919011553302,0.40814760296079505
167,0.05754644709806381,0.40845678782473743
168,0.05710655703048205,0.4093167938823441
169,0.05651292762632967,0.41024970380075737
170,0.05567555139408756,0.4111760918785876
171,0.05515094975163046,0.412333575619818
172,0.05459478926589507,0.41229914555636543
173,0.05441229698070114,0.41222039605795374
174,0.05404771211914618,0.41216331369718384
175,0.0535314203147342,0.4128636421453309
176,0.05305609135671776,0.41378086601899766
177,0.05274935040506534,0.41414794263053206
178,0.05234851554537136,0.4141389319099997
179,0.05175582342968448,0.4144252305691393
180,0.05108756443663395,0.41472102252643067
181,0.05092744453155359,0.4148253084664854
182,0.05038069046802376,0.41566231244535257
183,0.05008668940946782,0.41615201623466824
184,0.04960367731255641,0.41610184206661804
185,0.0490362385175212,0.41660772926452744
186,0.0486687056017979,0.416723923261964
187,0.04806185819737144,0.4177983379439091
188,0.04750619331518469,0.4189104568122949
189,0.04714461191575331,0.41970157990437185
190,0.04655622121123792,0.42021578054590025
191,0.04623095914546393,0.4204206524225608
192,0.04593605259126182,0.4213539704106316
193,0.04571852292470365,0.4212789623330469
194,0.04544312232145191,0.42119032454818944
195,0.04517493221323497,0.42142039599511244
196,0.04501719301729984,0.4216869189664673
197,0.04463409973943128,0.42174021993607175
198,0.04414847037846602,0.42243311475431256
199,0.04362853587092232,0.42320526608515746
200,0.04328094393076507,0.42305364122734723
201,0.04291098003462935,0.42353872139466586
202,0.04256477428054672,0.4238048245393589
203,0.04207343176256664,0.423427298380678
204,0.04166558996564772,0.42388740824538185
205,0.04118259191345418,0.4248452549273444
206,0.04078900388422735,0.4245759764759256
207,0.04043998245650413,0.4256369082196653
208,0.04017513163253023,0.42571490797827544
209,0.03969881236239872,0.4257529966064424
210,0.0394031349389632,0.425582694097843
211,0.03896711560239381,0.4265898543735939
212,0.03865404104525498,0.42742067229462716
213,0.0382585310429177,0.42717336619817714
214,0.03805094378677424,0.4276006335018152
215,0.03771240079400534,0.4277883674241349
216,0.03749592985491845,0.42833914049043853
217,0.03729100307397209,0.4285044985888278
218,0.03684782305812859,0.42904359723501395
219,0.0366046921264525,0.4295219739604498
220,0.03623552509705943,0.43200695065044986
221,0.0359517754998713,0.4321864957688646
222,0.03552603703759036,0.43248755121907445
223,0.0351665317127982,0.43381863429005063
224,0.03476617887405687,0.43427817921588874
225,0.03450933087453183,0.4348203564409737
226,0.0342426535496549,0.4351837867874969
227,0.03400243414877229,0.43570014594034645
228,0.0336756819341371,0.436009960820128
229,0.03350458508077212,0.43610276069550846
230,0.03331243200195083,0.4362075919530913
231,0.03316207954035075,0.4362595992362441
232,0.03294878903114118,0.43670454502753947
233,0.03263698450452064,0.43709080274281104
234,0.0323296783939549,0.4378096732459569
235,0.03214690414405864,0.437964206983317
236,0.03194327933097329,0.4383620219922604
237,0.03165883477471613,0.4386638931737926
238,0.03146002022152192,0.4391486214207934
239,0.03112227391982762,0.43917769854801414
240,0.03089813529971629,0.43937192802146724
241,0.03058613801469008,0.4397078563406467
242,0.03035021323574152,0.4403362918718375
243,0.03003040818551132,0.44155988204433755
244,0.02975898950613225,0.44171918862321036
245,0.02958935937059991,0.44177987627160664
246,0.02928365139979205,0.442395726003842
247,0.02907667447426027,0.44397882052547816
248,0.02880392762004619,0.4443704589334461
249,0.02863284733067478,0.44446715065760145
250,0.02846459054696023,0.44457628346381844
251,0.02825435030386663,0.444515496117354
252,0.02806234153173028,0.4448856754275194
253,0.02784074338974143,0.4455971284353466
254,0.02771726169980509,0.44602366464702453
255,0.02750288276381383,0.4464281830623804
256,0.02730666603293021,0.4465347818487249
257,0.02711910679481612,0.4466664681181606
258,0.02696471311533663,0.4475580394826432
259,0.02671436003637188,0.447194801461255
260,0.0265242798941669,0.44820148831001494
261,0.02633991504655056,0.4476763574342402
262,0.02624304595673096,0.4477556863475743
263,0.02611285766511358,0.44795158129441176
264,0.02592646836313507,0.44821220320764715
265,0.02574474091354727,0.44842117209415205
266,0.02557130711852489,0.4485415565495882
267,0.02545842311570931,0.4488155254069642
268,0.02530648670284332,0.4496361051672432
269,0.0251506854020716,0.4496865412719402
270,0.02498495611289794,0.45048163747481307
271,0.02487001740983057,0.4501856418896582
272,0.02481151263920055,0.4501674894670065
273,0.02465376929358862,0.45038569504677745
274,0.02444138030796362,0.4510988204778422
275,0.02428971736254132,0.4519651692406586
276,0.02412474626043443,0.45164245282574955
277,0.02393237862553279,0.45244750795535327
278,0.02381157307104516,0.45274484703757617
279,0.02367309776014627,0.45267043333367635
280,0.0235704819902146,0.45279784750873325
281,0.02338768523940956,0.4526601513452483
282,0.02321963180137817,0.45323284472306113
283,0.02305736758658935,0.4536024566447883
284,0.02294184516253656,0.45366188441640687
285,0.02272763302901233,0.454964472483442
286,0.02255217858168535,0.45545630933581077
287,0.0224028984310497,0.45642094095797736
288,0.02225363737615987,0.45625533288510406
289,0.02217653486294519,0.45627352476052424
290,0.02200736871954816,0.4566865647334874
291,0.02188877530209373,0.4568619783410668
292,0.02175152242447868,0.45689736034313244
293,0.02166250498217891,0.4567413605758854
294,0.02154234386292226,0.456501559223785
295,0.02139097987187634,0.4574450923123718
296,0.02131599830279313,0.45734474395383723
297,0.02122593291185049,0.4575049529648233
298,0.02113151506751095,0.4581831317088085
299,0.02106840634547148,0.45849140294941476
300,0.0209370779433846,0.4588895107924263
