split,accuracy,balanced_accuracy,macro_f1,macro_auc
train_loso,0.6077235772357723,0.6077235772357724,0.6077235772357724,0.793038893295437
validation,0.6041666666666666,0.6041666666666666,0.6041666666666666,0.768088509516461
