strategy,model,subject,loso_macro_f1,val_macro_f1
nopain_z_responder,logreg,65,,0.5
nopain_z_responder,xgb,1,0.5,
nopain_z_responder,xgb,2,0.5,
nopain_z_responder,xgb,4,0.5833333333333334,
nopain_z_responder,xgb,5,0.5,
nopain_z_responder,xgb,6,0.5,
nopain_z_responder,xgb,8,0.5,
nopain_z_responder,xgb,11,0.5833333333333334,
nopain_z_responder,xgb,12,0.4166666666666667,
nopain_z_responder,xgb,13,0.5,
nopain_z_responder,xgb,15,0.3333333333333333,
nopain_z_responder,xgb,16,0.5,
nopain_z_responder,xgb,18,0.5,
nopain_z_responder,xgb,21,0.5,
nopain_z_responder,xgb,22,0.6666666666666666,
nopain_z_responder,xgb,24,0.5,
nopain_z_responder,xgb,25,0.4166666666666667,
nopain_z_responder,xgb,27,0.5,
nopain_z_responder,xgb,28,0.6666666666666666,
nopain_z_responder,xgb,29,0.3333333333333333,
nopain_z_responder,xgb,30,0.5833333333333334,
nopain_z_responder,xgb,34,0.5833333333333334,
nopain_z_responder,xgb,36,0.4166666666666667,
nopain_z_responder,xgb,37,0.6666666666666666,
nopain_z_responder,xgb,41,0.3333333333333333,
nopain_z_responder,xgb,42,0.5833333333333334,
nopain_z_responder,xgb,43,0.4166666666666667,
nopain_z_responder,xgb,44,0.6666666666666666,
nopain_z_responder,xgb,45,0.5,
nopain_z_responder,xgb,46,0.4166666666666667,
nopain_z_responder,xgb,47,0.5,
nopain_z_responder,xgb,48,0.4166666666666667,
nopain_z_responder,xgb,49,0.5833333333333334,
nopain_z_responder,xgb,52,0.5,
nopain_z_responder,xgb,53,0.4166666666666667,
nopain_z_responder,xgb,55,0.5,
nopain_z_responder,xgb,56,0.4166666666666667,
nopain_z_responder,xgb,57,0.5,
nopain_z_responder,xgb,58,0.5833333333333334,
nopain_z_responder,xgb,59,0.5,
nopain_z_responder,xgb,60,0.5833333333333334,
nopain_z_responder,xgb,63,0.3333333333333333,
nopain_z_responder,xgb,7,,0.5
nopain_z_responder,xgb,9,,0.5833333333333334
nopain_z_responder,xgb,10,,0.4166666666666667
nopain_z_responder,xgb,14,,0.5
nopain_z_responder,xgb,19,,0.3333333333333333
nopain_z_responder,xgb,35,,0.3333333333333333
nopain_z_responder,xgb,38,,0.5
nopain_z_responder,xgb,39,,0.5833333333333334
nopain_z_responder,xgb,40,,0.6666666666666666
nopain_z_responder,xgb,61,,0.6666666666666666
nopain_z_responder,xgb,62,,0.6666666666666666
nopain_z_responder,xgb,65,,0.5833333333333334
