config,seed,fold,n_val_subjects,accuracy,balanced_accuracy,macro_f1,macro_auc
median_lp1_small,4,4,10,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.7906018518518518
top_best_mission_default,0,0,11,0.5681818181818182,0.5681818181818182,0.5681818181818182,0.7667776247321703
top_best_mission_default,0,1,11,0.5858585858585859,0.5858585858585859,0.5858585858585859,0.765170645852464
top_best_mission_default,0,2,11,0.5732323232323232,0.5732323232323232,0.5732323232323232,0.7546726737067647
top_best_mission_default,0,3,10,0.5638888888888889,0.5638888888888889,0.5638888888888889,0.7771701388888889
top_best_mission_default,0,4,10,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.775295138888889
top_best_mission_default,1,0,11,0.5707070707070707,0.5707070707070707,0.5707070707070707,0.772842056932966
top_best_mission_default,1,1,11,0.5858585858585859,0.5858585858585859,0.5858585858585859,0.7831008953168045
top_best_mission_default,1,2,11,0.5631313131313131,0.5631313131313131,0.5631313131313131,0.7784377869605142
top_best_mission_default,1,3,10,0.5638888888888889,0.5638888888888888,0.5638888888888888,0.7719155092592592
top_best_mission_default,1,4,10,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.7485185185185185
top_best_mission_default,2,0,11,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.7408268288950106
top_best_mission_default,2,1,11,0.5505050505050505,0.5505050505050505,0.5505050505050505,0.7625066957453321
top_best_mission_default,2,2,11,0.5707070707070707,0.5707070707070707,0.5707070707070707,0.7833639424548515
top_best_mission_default,2,3,10,0.5611111111111111,0.5611111111111111,0.5611111111111111,0.7749537037037038
top_best_mission_default,2,4,10,0.5805555555555556,0.5805555555555556,0.5805555555555556,0.7776273148148148
top_best_mission_default,3,0,11,0.5580808080808081,0.5580808080808081,0.5580808080808081,0.7459299433731251
top_best_mission_default,3,1,11,0.5984848484848485,0.5984848484848485,0.5984848484848485,0.8026094276094277
top_best_mission_default,3,2,11,0.5378787878787878,0.537878787878788,0.537878787878788,0.7660745714722988
top_best_mission_default,3,3,10,0.5694444444444444,0.5694444444444445,0.5694444444444445,0.7610300925925927
top_best_mission_default,3,4,10,0.6083333333333333,0.6083333333333333,0.6083333333333333,0.7909895833333334
top_best_mission_default,4,0,11,0.5505050505050505,0.5505050505050505,0.5505050505050505,0.7337532522191613
top_best_mission_default,4,1,11,0.547979797979798,0.547979797979798,0.547979797979798,0.7596275252525254
top_best_mission_default,4,2,11,0.5656565656565656,0.5656565656565656,0.5656565656565656,0.7527404729109275
top_best_mission_default,4,3,10,0.6111111111111112,0.611111111111111,0.611111111111111,0.7986053240740741
top_best_mission_default,4,4,10,0.5805555555555556,0.5805555555555556,0.5805555555555556,0.78078125
top_combined_oldbest_xgb,0,0,11,0.5227272727272727,0.5227272727272728,0.5227272727272728,0.732074533210897
top_combined_oldbest_xgb,0,1,11,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.738578971533517
top_combined_oldbest_xgb,0,2,11,0.5353535353535354,0.5353535353535354,0.5353535353535354,0.7359771962044689
top_combined_oldbest_xgb,0,3,10,0.5694444444444444,0.5694444444444445,0.5694444444444445,0.7966550925925926
top_combined_oldbest_xgb,0,4,10,0.5944444444444444,0.5944444444444444,0.5944444444444444,0.7769560185185185
top_combined_oldbest_xgb,1,0,11,0.553030303030303,0.5530303030303031,0.5530303030303031,0.7647210743801653
top_combined_oldbest_xgb,1,1,11,0.5808080808080808,0.5808080808080808,0.5808080808080808,0.7872857361493725
top_combined_oldbest_xgb,1,2,11,0.51010101010101,0.5101010101010102,0.5101010101010102,0.7314432200795838
top_combined_oldbest_xgb,1,3,10,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.7577546296296296
top_combined_oldbest_xgb,1,4,10,0.5527777777777778,0.5527777777777777,0.5527777777777777,0.727662037037037
top_combined_oldbest_xgb,2,0,11,0.5025252525252525,0.5025252525252525,0.5025252525252525,0.7159760483624119
top_combined_oldbest_xgb,2,1,11,0.553030303030303,0.5530303030303031,0.5530303030303031,0.7703263697581879
top_combined_oldbest_xgb,2,2,11,0.5757575757575758,0.5757575757575758,0.5757575757575758,0.768116773798592
top_combined_oldbest_xgb,2,3,10,0.5527777777777778,0.5527777777777777,0.5527777777777777,0.7602777777777777
top_combined_oldbest_xgb,2,4,10,0.5694444444444444,0.5694444444444445,0.5694444444444445,0.7586689814814815
top_combined_oldbest_xgb,3,0,11,0.48737373737373735,0.4873737373737374,0.4873737373737374,0.7094142179369453
top_combined_oldbest_xgb,3,1,11,0.601010101010101,0.601010101010101,0.601010101010101,0.7932927762473218
top_combined_oldbest_xgb,3,2,11,0.553030303030303,0.5530303030303031,0.5530303030303031,0.7394589837771656
top_combined_oldbest_xgb,3,3,10,0.5777777777777777,0.5777777777777778,0.5777777777777778,0.7557986111111111
top_combined_oldbest_xgb,3,4,10,0.6027777777777777,0.6027777777777779,0.6027777777777779,0.7781712962962962
top_combined_oldbest_xgb,4,0,11,0.553030303030303,0.5530303030303031,0.5530303030303031,0.744691230486685
top_combined_oldbest_xgb,4,1,11,0.5151515151515151,0.5151515151515151,0.5151515151515151,0.7082281144781145
top_combined_oldbest_xgb,4,2,11,0.5404040404040404,0.5404040404040404,0.5404040404040404,0.7397076828895011
top_combined_oldbest_xgb,4,3,10,0.575,0.5750000000000001,0.5750000000000001,0.7872453703703703
top_combined_oldbest_xgb,4,4,10,0.5583333333333333,0.5583333333333332,0.5583333333333332,0.7812847222222222
top_truncate_xgb_noanchor,0,0,11,0.5277777777777778,0.5277777777777778,0.5277777777777778,0.7596705693296603
top_truncate_xgb_noanchor,0,1,11,0.5782828282828283,0.5782828282828283,0.5782828282828283,0.7615740740740741
top_truncate_xgb_noanchor,0,2,11,0.5429292929292929,0.5429292929292929,0.5429292929292929,0.748852157943067
top_truncate_xgb_noanchor,0,3,10,0.5694444444444444,0.5694444444444445,0.5694444444444445,0.7863541666666668
top_truncate_xgb_noanchor,0,4,10,0.5805555555555556,0.5805555555555556,0.5805555555555556,0.7863310185185185
top_truncate_xgb_noanchor,1,0,11,0.5732323232323232,0.5732323232323232,0.5732323232323232,0.7690159167431894
top_truncate_xgb_noanchor,1,1,11,0.5732323232323232,0.5732323232323232,0.5732323232323232,0.7851430976430976
top_truncate_xgb_noanchor,1,2,11,0.5404040404040404,0.5404040404040404,0.5404040404040404,0.7390955004591367
top_truncate_xgb_noanchor,1,3,10,0.6111111111111112,0.611111111111111,0.611111111111111,0.7857523148148148
top_truncate_xgb_noanchor,1,4,10,0.5444444444444444,0.5444444444444444,0.5444444444444444,0.7419907407407408
top_truncate_xgb_noanchor,2,0,11,0.51010101010101,0.51010101010101,0.51010101010101,0.7280188246097338
top_truncate_xgb_noanchor,2,1,11,0.5606060606060606,0.5606060606060607,0.5606060606060607,0.7746881695745332
top_truncate_xgb_noanchor,2,2,11,0.5858585858585859,0.5858585858585859,0.5858585858585859,0.7901457759412306
top_truncate_xgb_noanchor,2,3,10,0.5777777777777777,0.5777777777777778,0.5777777777777778,0.7764583333333333
top_truncate_xgb_noanchor,2,4,10,0.5805555555555556,0.5805555555555556,0.5805555555555556,0.7650578703703704
top_truncate_xgb_noanchor,3,0,11,0.5,0.5,0.5,0.7239918120599939
top_truncate_xgb_noanchor,3,1,11,0.5934343434343434,0.5934343434343434,0.5934343434343434,0.80573729721457
top_truncate_xgb_noanchor,3,2,11,0.5757575757575758,0.5757575757575758,0.5757575757575758,0.7645106366697276
top_truncate_xgb_noanchor,3,3,10,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.7722453703703703
top_truncate_xgb_noanchor,3,4,10,0.6027777777777777,0.6027777777777777,0.6027777777777777,0.7790162037037037
top_truncate_xgb_noanchor,4,0,11,0.547979797979798,0.547979797979798,0.547979797979798,0.7490338996020814
top_truncate_xgb_noanchor,4,1,11,0.5202020202020202,0.5202020202020202,0.5202020202020202,0.7323710590756045
top_truncate_xgb_noanchor,4,2,11,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.7637071472298745
top_truncate_xgb_noanchor,4,3,10,0.5805555555555556,0.5805555555555556,0.5805555555555556,0.7926736111111112
top_truncate_xgb_noanchor,4,4,10,0.5472222222222223,0.5472222222222222,0.5472222222222222,0.7792361111111111
top_tuning_svm_poly,0,0,11,0.547979797979798,0.547979797979798,0.547979797979798,0.7535535277012549
top_tuning_svm_poly,0,1,11,0.5227272727272727,0.5227272727272727,0.5227272727272727,0.7290040557086012
top_tuning_svm_poly,0,2,11,0.51010101010101,0.5101010101010102,0.5101010101010102,0.7512482782369146
top_tuning_svm_poly,0,3,10,0.5694444444444444,0.5694444444444444,0.5694444444444444,0.7792129629629629
top_tuning_svm_poly,0,4,10,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.7830902777777777
top_tuning_svm_poly,1,0,11,0.6136363636363636,0.6136363636363636,0.6136363636363636,0.7850952708907255
top_tuning_svm_poly,1,1,11,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.7805230333639424
top_tuning_svm_poly,1,2,11,0.547979797979798,0.547979797979798,0.547979797979798,0.7498039103152738
top_tuning_svm_poly,1,3,10,0.6277777777777778,0.6277777777777778,0.6277777777777778,0.780462962962963
top_tuning_svm_poly,1,4,10,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.7383449074074074
top_tuning_svm_poly,2,0,11,0.5404040404040404,0.5404040404040403,0.5404040404040403,0.726875765228038
top_tuning_svm_poly,2,1,11,0.5631313131313131,0.5631313131313131,0.5631313131313131,0.7721772650749923
top_tuning_svm_poly,2,2,11,0.5782828282828283,0.5782828282828283,0.5782828282828283,0.7768403734312826
top_tuning_svm_poly,2,3,10,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.7868981481481482
top_tuning_svm_poly,2,4,10,0.5694444444444444,0.5694444444444445,0.5694444444444445,0.7624363425925925
top_tuning_svm_poly,3,0,11,0.5202020202020202,0.5202020202020202,0.5202020202020202,0.7243696434037342
top_tuning_svm_poly,3,1,11,0.5984848484848485,0.5984848484848485,0.5984848484848485,0.7963919498010408
top_tuning_svm_poly,3,2,11,0.5252525252525253,0.5252525252525253,0.5252525252525253,0.7417451025405571
top_tuning_svm_poly,3,3,10,0.575,0.5750000000000001,0.5750000000000001,0.7657060185185185
top_tuning_svm_poly,3,4,10,0.6027777777777777,0.6027777777777777,0.6027777777777777,0.7924131944444445
top_tuning_svm_poly,4,0,11,0.5328282828282829,0.5328282828282829,0.5328282828282829,0.7338249923477197
top_tuning_svm_poly,4,1,11,0.5606060606060606,0.5606060606060607,0.5606060606060607,0.7508130547903274
top_tuning_svm_poly,4,2,11,0.5454545454545454,0.5454545454545455,0.5454545454545455,0.750043044077135
top_tuning_svm_poly,4,3,10,0.5972222222222222,0.5972222222222222,0.5972222222222222,0.7888483796296296
top_tuning_svm_poly,4,4,10,0.6,0.6,0.6,0.7957696759259258
top_edadtlp1_core_bvpresp,0,0,11,0.5782828282828283,0.5782828282828283,0.5782828282828283,0.7734733700642792
top_edadtlp1_core_bvpresp,0,1,11,0.5808080808080808,0.5808080808080808,0.5808080808080808,0.7666771885521886
top_edadtlp1_core_bvpresp,0,2,11,0.5631313131313131,0.5631313131313131,0.5631313131313131,0.7586040327517599
top_edadtlp1_core_bvpresp,0,3,10,0.5611111111111111,0.5611111111111111,0.5611111111111111,0.7762557870370369
top_edadtlp1_core_bvpresp,0,4,10,0.5583333333333333,0.5583333333333333,0.5583333333333333,0.7781539351851853
top_edadtlp1_core_bvpresp,1,0,11,0.5707070707070707,0.5707070707070707,0.5707070707070707,0.7782225665748393
top_edadtlp1_core_bvpresp,1,1,11,0.601010101010101,0.601010101010101,0.601010101010101,0.7822447964493419
top_edadtlp1_core_bvpresp,1,2,11,0.5580808080808081,0.5580808080808081,0.5580808080808081,0.7843587389041934
top_edadtlp1_core_bvpresp,1,3,10,0.5722222222222222,0.5722222222222223,0.5722222222222223,0.7774942129629628
top_edadtlp1_core_bvpresp,1,4,10,0.5583333333333333,0.5583333333333332,0.5583333333333332,0.7440625000000001
top_edadtlp1_core_bvpresp,2,0,11,0.5505050505050505,0.5505050505050505,0.5505050505050505,0.7512195821854913
top_edadtlp1_core_bvpresp,2,1,11,0.5808080808080808,0.5808080808080808,0.5808080808080808,0.7741716406489134
top_edadtlp1_core_bvpresp,2,2,11,0.5883838383838383,0.5883838383838383,0.5883838383838383,0.7890122819100093
top_edadtlp1_core_bvpresp,2,3,10,0.5805555555555556,0.5805555555555556,0.5805555555555556,0.7904803240740742
top_edadtlp1_core_bvpresp,2,4,10,0.5944444444444444,0.5944444444444444,0.5944444444444444,0.7783738425925927
top_edadtlp1_core_bvpresp,3,0,11,0.553030303030303,0.5530303030303031,0.5530303030303031,0.7512243648607285
top_edadtlp1_core_bvpresp,3,1,11,0.5808080808080808,0.5808080808080808,0.5808080808080808,0.8071673171104989
top_edadtlp1_core_bvpresp,3,2,11,0.5404040404040404,0.5404040404040403,0.5404040404040403,0.7717516069788797
top_edadtlp1_core_bvpresp,3,3,10,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.766238425925926
top_edadtlp1_core_bvpresp,3,4,10,0.6083333333333333,0.6083333333333334,0.6083333333333334,0.7972627314814815
top_edadtlp1_core_bvpresp,4,0,11,0.5353535353535354,0.5353535353535354,0.5353535353535354,0.7416303183348637
top_edadtlp1_core_bvpresp,4,1,11,0.547979797979798,0.547979797979798,0.547979797979798,0.7655197811447811
top_edadtlp1_core_bvpresp,4,2,11,0.5429292929292929,0.5429292929292929,0.5429292929292929,0.7524678604224059
top_edadtlp1_core_bvpresp,4,3,10,0.6138888888888889,0.6138888888888889,0.6138888888888889,0.8007696759259261
top_edadtlp1_core_bvpresp,4,4,10,0.5722222222222222,0.5722222222222222,0.5722222222222222,0.7829050925925927
