split,accuracy,balanced_accuracy,macro_f1,precision_nopain,recall_nopain
train_loso,0.8279132791327913,0.8064024390243902,0.8064024390243902,0.741869918699187,0.741869918699187
validation,0.8287037037037037,0.8072916666666667,0.8072916666666667,0.7430555555555556,0.7430555555555556
