split,accuracy,balanced_accuracy,macro_f1,precision_nopain,recall_nopain
train_loso,0.8265582655826558,0.8048780487804879,0.8048780487804879,0.7398373983739838,0.7398373983739838
validation,0.8518518518518519,0.8333333333333333,0.8333333333333333,0.7777777777777778,0.7777777777777778
