k,loso_macro_f1,loso_acc,loso_per_subject_std,loso_per_subject_min,val_macro_f1,val_acc,val_per_subject_std,val_per_subject_min,stratum_counts
1,0.556910569105691,0.556910569105691,0.09815200380202956,0.4166666666666667,0.5486111111111112,0.5486111111111112,0.05334128991575423,0.5,{0: 41}
2,0.5426829268292683,0.5426829268292683,0.11658236097317061,0.3333333333333333,0.5486111111111112,0.5486111111111112,0.10462860537027335,0.3333333333333333,"{0: 20, 1: 21}"
3,0.540650406504065,0.540650406504065,0.11512034356509183,0.3333333333333333,0.5138888888888888,0.5138888888888888,0.07479395565464589,0.4166666666666667,"{0: 14, 1: 13, 2: 14}"
