k,loso_auc,val_auc
5,0.5490861920814329,0.5952932098765432
10,0.5811458953004165,0.5894700038580246
15,0.5888824856236368,0.5680700231481481
20,0.5763971511666336,0.5615354938271605
30,0.5912816445237623,0.5690345293209875
