k,loso_auc,val_auc
5,0.844248835018838,0.8420380015432098
10,0.8484863507171656,0.8542390046296297
15,0.8490863986383768,0.8557701581790124
20,0.8586489523431821,0.8577473958333334
30,0.8765842917575517,0.8961709104938271
50,0.8850820444180052,0.8950858410493827
75,0.8847040452111838,0.9002941743827161
100,0.8990081135567454,0.8982928240740742
