k,loso_auc,val_auc
5,0.5661953037213299,0.6197675540123457
10,0.5856798202128363,0.634669174382716
15,0.6132438115539692,0.6152464313271604
20,0.5807957812809834,0.6329210069444444
30,0.6007884278537907,0.6169102044753088
