stage1_model,stage1_norm,stage1_anchor_mode,stage2_model,stage2_norm,w0,w1,w2,train_loso_macro_f1,val_macro_f1,train_loso_accuracy,val_accuracy,modality
logreg,subject_robust,center,logreg,subject_robust,0.6,1.4,1.6,0.48509485094850957,0.4837962962962963,0.48509485094850946,0.4837962962962963,eda
xgb,subject_z,none,xgb,subject_z,0.8,1.2,1.4,0.38550135501355015,0.3680555555555556,0.38550135501355015,0.3680555555555556,resp
xgb,subject_z,none,xgb,subject_z,1.0,1.0,1.0,0.38550135501355015,0.36111111111111116,0.38550135501355015,0.3611111111111111,resp
xgb,subject_z,none,xgb,subject_z,0.6,1.4,1.6,0.39295392953929537,0.35185185185185186,0.39295392953929537,0.35185185185185186,resp
xgb,subject_z,none,xgb,subject_robust,0.8,1.2,1.4,0.36449864498644985,0.3657407407407407,0.36449864498644985,0.36574074074074076,resp
xgb,subject_z,none,xgb,subject_robust,1.0,1.0,1.0,0.36720867208672087,0.3587962962962963,0.36720867208672087,0.3587962962962963,resp
xgb,subject_z,none,xgb,subject_robust,0.6,1.4,1.6,0.3888888888888889,0.3726851851851852,0.3888888888888889,0.3726851851851852,resp
xgb,subject_z,none,logreg,subject_z,0.8,1.2,1.4,0.3726287262872629,0.375,0.37262872628726285,0.375,resp
xgb,subject_z,none,logreg,subject_z,1.0,1.0,1.0,0.37195121951219506,0.3796296296296296,0.3719512195121951,0.37962962962962965,resp
xgb,subject_z,none,logreg,subject_z,0.6,1.4,1.6,0.38550135501355015,0.40277777777777785,0.38550135501355015,0.4027777777777778,resp
xgb,subject_z,none,logreg,subject_robust,0.8,1.2,1.4,0.3976964769647697,0.3958333333333333,0.3976964769647697,0.3958333333333333,resp
xgb,subject_z,none,logreg,subject_robust,1.0,1.0,1.0,0.39701897018970195,0.3819444444444445,0.3970189701897019,0.3819444444444444,resp
xgb,subject_z,none,logreg,subject_robust,0.6,1.4,1.6,0.39227642276422764,0.40046296296296297,0.39227642276422764,0.40046296296296297,resp
xgb,subject_z,center,xgb,subject_z,0.8,1.2,1.4,0.3841463414634146,0.36111111111111116,0.38414634146341464,0.3611111111111111,resp
xgb,subject_z,center,xgb,subject_z,1.0,1.0,1.0,0.3841463414634146,0.34259259259259256,0.38414634146341464,0.3425925925925926,resp
xgb,subject_z,center,xgb,subject_z,0.6,1.4,1.6,0.3861788617886179,0.34027777777777785,0.3861788617886179,0.3402777777777778,resp
xgb,subject_z,center,xgb,subject_robust,0.8,1.2,1.4,0.36720867208672087,0.3703703703703703,0.36720867208672087,0.37037037037037035,resp
xgb,subject_z,center,xgb,subject_robust,1.0,1.0,1.0,0.3692411924119241,0.349537037037037,0.3692411924119241,0.34953703703703703,resp
xgb,subject_z,center,xgb,subject_robust,0.6,1.4,1.6,0.38279132791327913,0.3726851851851852,0.38279132791327913,0.3726851851851852,resp
xgb,subject_z,center,logreg,subject_z,0.8,1.2,1.4,0.3739837398373984,0.40740740740740744,0.37398373983739835,0.4074074074074074,resp
xgb,subject_z,center,logreg,subject_z,1.0,1.0,1.0,0.37466124661246614,0.3773148148148148,0.37466124661246614,0.3773148148148148,resp
xgb,subject_z,center,logreg,subject_z,0.6,1.4,1.6,0.3794037940379404,0.3912037037037037,0.3794037940379404,0.3912037037037037,resp
xgb,subject_z,center,logreg,subject_robust,0.8,1.2,1.4,0.3861788617886179,0.3865740740740741,0.3861788617886179,0.38657407407407407,resp
xgb,subject_z,center,logreg,subject_robust,1.0,1.0,1.0,0.38346883468834686,0.3819444444444444,0.38346883468834686,0.3819444444444444,resp
xgb,subject_z,center,logreg,subject_robust,0.6,1.4,1.6,0.3915989159891599,0.38425925925925924,0.3915989159891599,0.38425925925925924,resp
xgb,subject_robust,none,xgb,subject_z,0.8,1.2,1.4,0.40108401084010836,0.375,0.4010840108401084,0.375,resp
xgb,subject_robust,none,xgb,subject_z,1.0,1.0,1.0,0.3997289972899729,0.38425925925925924,0.3997289972899729,0.38425925925925924,resp
xgb,subject_robust,none,xgb,subject_z,0.6,1.4,1.6,0.3963414634146341,0.3518518518518518,0.39634146341463417,0.35185185185185186,resp
xgb,subject_robust,none,xgb,subject_robust,0.8,1.2,1.4,0.39363143631436315,0.375,0.39363143631436315,0.375,resp
xgb,subject_robust,none,xgb,subject_robust,1.0,1.0,1.0,0.3841463414634147,0.3888888888888889,0.38414634146341464,0.3888888888888889,resp
xgb,subject_robust,none,xgb,subject_robust,0.6,1.4,1.6,0.3861788617886179,0.3773148148148148,0.3861788617886179,0.3773148148148148,resp
xgb,subject_robust,none,logreg,subject_z,0.8,1.2,1.4,0.40176151761517614,0.4166666666666667,0.40176151761517614,0.4166666666666667,resp
xgb,subject_robust,none,logreg,subject_z,1.0,1.0,1.0,0.40176151761517614,0.40509259259259256,0.40176151761517614,0.4050925925925926,resp
xgb,subject_robust,none,logreg,subject_z,0.6,1.4,1.6,0.3997289972899729,0.3958333333333333,0.3997289972899729,0.3958333333333333,resp
xgb,subject_robust,none,logreg,subject_robust,0.8,1.2,1.4,0.3990514905149052,0.39120370370370366,0.3990514905149051,0.3912037037037037,resp
xgb,subject_robust,none,logreg,subject_robust,1.0,1.0,1.0,0.4098915989159892,0.39351851851851843,0.40989159891598914,0.39351851851851855,resp
xgb,subject_robust,none,logreg,subject_robust,0.6,1.4,1.6,0.4078590785907859,0.38888888888888884,0.4078590785907859,0.3888888888888889,resp
xgb,subject_robust,center,xgb,subject_z,0.8,1.2,1.4,0.38888888888888884,0.3726851851851852,0.3888888888888889,0.3726851851851852,resp
xgb,subject_robust,center,xgb,subject_z,1.0,1.0,1.0,0.3949864498644986,0.375,0.39498644986449866,0.375,resp
xgb,subject_robust,center,xgb,subject_z,0.6,1.4,1.6,0.3821138211382114,0.3703703703703704,0.3821138211382114,0.37037037037037035,resp
xgb,subject_robust,center,xgb,subject_robust,0.8,1.2,1.4,0.37804878048780494,0.3796296296296296,0.3780487804878049,0.37962962962962965,resp
xgb,subject_robust,center,xgb,subject_robust,1.0,1.0,1.0,0.40108401084010836,0.40277777777777785,0.4010840108401084,0.4027777777777778,resp
xgb,subject_robust,center,xgb,subject_robust,0.6,1.4,1.6,0.3814363143631436,0.3912037037037037,0.3814363143631436,0.3912037037037037,resp
xgb,subject_robust,center,logreg,subject_z,0.8,1.2,1.4,0.3922764227642277,0.40046296296296297,0.39227642276422764,0.40046296296296297,resp
xgb,subject_robust,center,logreg,subject_z,1.0,1.0,1.0,0.40379403794037944,0.4282407407407407,0.4037940379403794,0.42824074074074076,resp
xgb,subject_robust,center,logreg,subject_z,0.6,1.4,1.6,0.3895663956639566,0.3958333333333333,0.3895663956639566,0.3958333333333333,resp
xgb,subject_robust,center,logreg,subject_robust,0.8,1.2,1.4,0.4112466124661247,0.40972222222222227,0.41124661246612465,0.4097222222222222,resp
xgb,subject_robust,center,logreg,subject_robust,1.0,1.0,1.0,0.40108401084010836,0.39814814814814814,0.4010840108401084,0.39814814814814814,resp
xgb,subject_robust,center,logreg,subject_robust,0.6,1.4,1.6,0.40379403794037944,0.39351851851851855,0.4037940379403794,0.39351851851851855,resp
logreg,subject_z,none,xgb,subject_z,0.8,1.2,1.4,0.3814363143631436,0.375,0.3814363143631436,0.375,resp
logreg,subject_z,none,xgb,subject_z,1.0,1.0,1.0,0.38550135501355015,0.3680555555555556,0.38550135501355015,0.3680555555555556,resp
logreg,subject_z,none,xgb,subject_z,0.6,1.4,1.6,0.3983739837398374,0.375,0.3983739837398374,0.375,resp
logreg,subject_z,none,xgb,subject_robust,0.8,1.2,1.4,0.3617886178861789,0.3634259259259259,0.3617886178861789,0.36342592592592593,resp
logreg,subject_z,none,xgb,subject_robust,1.0,1.0,1.0,0.37195121951219506,0.39120370370370366,0.3719512195121951,0.3912037037037037,resp
logreg,subject_z,none,xgb,subject_robust,0.6,1.4,1.6,0.3773712737127371,0.39814814814814814,0.37737127371273715,0.39814814814814814,resp
logreg,subject_z,none,logreg,subject_z,0.8,1.2,1.4,0.3875338753387534,0.40046296296296297,0.3875338753387534,0.40046296296296297,resp
logreg,subject_z,none,logreg,subject_z,1.0,1.0,1.0,0.3800813008130081,0.42361111111111116,0.3800813008130081,0.4236111111111111,resp
logreg,subject_z,none,logreg,subject_z,0.6,1.4,1.6,0.3719512195121952,0.3958333333333333,0.3719512195121951,0.3958333333333333,resp
logreg,subject_z,none,logreg,subject_robust,0.8,1.2,1.4,0.3909214092140922,0.41435185185185186,0.39092140921409213,0.41435185185185186,resp
logreg,subject_z,none,logreg,subject_robust,1.0,1.0,1.0,0.3875338753387534,0.4166666666666667,0.3875338753387534,0.4166666666666667,resp
logreg,subject_z,none,logreg,subject_robust,0.6,1.4,1.6,0.3909214092140922,0.40740740740740744,0.39092140921409213,0.4074074074074074,resp
logreg,subject_z,center,xgb,subject_z,0.8,1.2,1.4,0.3658536585365854,0.34490740740740744,0.36585365853658536,0.3449074074074074,resp
logreg,subject_z,center,xgb,subject_z,1.0,1.0,1.0,0.3760162601626016,0.36574074074074076,0.37601626016260165,0.36574074074074076,resp
logreg,subject_z,center,xgb,subject_z,0.6,1.4,1.6,0.36382113821138207,0.375,0.3638211382113821,0.375,resp
logreg,subject_z,center,xgb,subject_robust,0.8,1.2,1.4,0.35501355013550134,0.3587962962962963,0.35501355013550134,0.3587962962962963,resp
logreg,subject_z,center,xgb,subject_robust,1.0,1.0,1.0,0.34146341463414637,0.375,0.34146341463414637,0.375,resp
logreg,subject_z,center,xgb,subject_robust,0.6,1.4,1.6,0.35772357723577236,0.34953703703703703,0.35772357723577236,0.34953703703703703,resp
logreg,subject_z,center,logreg,subject_z,0.8,1.2,1.4,0.3658536585365854,0.38425925925925924,0.36585365853658536,0.38425925925925924,resp
logreg,subject_z,center,logreg,subject_z,1.0,1.0,1.0,0.3611111111111111,0.3842592592592593,0.3611111111111111,0.38425925925925924,resp
logreg,subject_z,center,logreg,subject_z,0.6,1.4,1.6,0.3658536585365854,0.40046296296296297,0.36585365853658536,0.40046296296296297,resp
logreg,subject_z,center,logreg,subject_robust,0.8,1.2,1.4,0.3794037940379404,0.39351851851851855,0.3794037940379404,0.39351851851851855,resp
logreg,subject_z,center,logreg,subject_robust,1.0,1.0,1.0,0.38346883468834686,0.40972222222222215,0.38346883468834686,0.4097222222222222,resp
logreg,subject_z,center,logreg,subject_robust,0.6,1.4,1.6,0.37872628726287266,0.39351851851851855,0.3787262872628726,0.39351851851851855,resp
logreg,subject_robust,none,xgb,subject_z,0.8,1.2,1.4,0.38279132791327913,0.3796296296296296,0.38279132791327913,0.37962962962962965,resp
logreg,subject_robust,none,xgb,subject_z,1.0,1.0,1.0,0.3875338753387534,0.3819444444444445,0.3875338753387534,0.3819444444444444,resp
logreg,subject_robust,none,xgb,subject_z,0.6,1.4,1.6,0.38550135501355015,0.3865740740740741,0.38550135501355015,0.38657407407407407,resp
logreg,subject_robust,none,xgb,subject_robust,0.8,1.2,1.4,0.3909214092140922,0.40046296296296297,0.39092140921409213,0.40046296296296297,resp
logreg,subject_robust,none,xgb,subject_robust,1.0,1.0,1.0,0.3848238482384824,0.375,0.38482384823848237,0.375,resp
logreg,subject_robust,none,xgb,subject_robust,0.6,1.4,1.6,0.36382113821138207,0.3842592592592593,0.3638211382113821,0.38425925925925924,resp
logreg,subject_robust,none,logreg,subject_z,0.8,1.2,1.4,0.3895663956639566,0.42824074074074076,0.3895663956639566,0.42824074074074076,resp
logreg,subject_robust,none,logreg,subject_z,1.0,1.0,1.0,0.3909214092140922,0.4166666666666667,0.39092140921409213,0.4166666666666667,resp
logreg,subject_robust,none,logreg,subject_z,0.6,1.4,1.6,0.38279132791327913,0.41435185185185186,0.38279132791327913,0.41435185185185186,resp
logreg,subject_robust,none,logreg,subject_robust,0.8,1.2,1.4,0.3976964769647697,0.40740740740740744,0.3976964769647697,0.4074074074074074,resp
logreg,subject_robust,none,logreg,subject_robust,1.0,1.0,1.0,0.3990514905149052,0.40740740740740744,0.3990514905149051,0.4074074074074074,resp
logreg,subject_robust,none,logreg,subject_robust,0.6,1.4,1.6,0.3997289972899729,0.41435185185185186,0.3997289972899729,0.41435185185185186,resp
logreg,subject_robust,center,xgb,subject_z,0.8,1.2,1.4,0.3794037940379404,0.3703703703703704,0.3794037940379404,0.37037037037037035,resp
logreg,subject_robust,center,xgb,subject_z,1.0,1.0,1.0,0.3726287262872629,0.375,0.37262872628726285,0.375,resp
logreg,subject_robust,center,xgb,subject_z,0.6,1.4,1.6,0.3814363143631436,0.3865740740740741,0.3814363143631436,0.38657407407407407,resp
logreg,subject_robust,center,xgb,subject_robust,0.8,1.2,1.4,0.3726287262872629,0.38425925925925924,0.37262872628726285,0.38425925925925924,resp
logreg,subject_robust,center,xgb,subject_robust,1.0,1.0,1.0,0.34959349593495936,0.3773148148148148,0.34959349593495936,0.3773148148148148,resp
logreg,subject_robust,center,xgb,subject_robust,0.6,1.4,1.6,0.3678861788617886,0.38888888888888884,0.3678861788617886,0.3888888888888889,resp
logreg,subject_robust,center,logreg,subject_z,0.8,1.2,1.4,0.3773712737127371,0.425925925925926,0.37737127371273715,0.42592592592592593,resp
logreg,subject_robust,center,logreg,subject_z,1.0,1.0,1.0,0.3821138211382114,0.4305555555555556,0.3821138211382114,0.4305555555555556,resp
logreg,subject_robust,center,logreg,subject_z,0.6,1.4,1.6,0.37669376693766937,0.4398148148148148,0.37669376693766937,0.4398148148148148,resp
logreg,subject_robust,center,logreg,subject_robust,0.8,1.2,1.4,0.39837398373983746,0.4259259259259259,0.3983739837398374,0.42592592592592593,resp
logreg,subject_robust,center,logreg,subject_robust,1.0,1.0,1.0,0.39701897018970195,0.42361111111111116,0.3970189701897019,0.4236111111111111,resp
logreg,subject_robust,center,logreg,subject_robust,0.6,1.4,1.6,0.3956639566395664,0.4166666666666667,0.3956639566395664,0.4166666666666667,resp
xgb,subject_z,none,xgb,subject_z,0.8,1.2,1.4,0.39024390243902435,0.4398148148148148,0.3902439024390244,0.4398148148148148,spo2
xgb,subject_z,none,xgb,subject_z,1.0,1.0,1.0,0.3963414634146341,0.4236111111111111,0.39634146341463417,0.4236111111111111,spo2
xgb,subject_z,none,xgb,subject_z,0.6,1.4,1.6,0.3895663956639566,0.4375,0.3895663956639566,0.4375,spo2
xgb,subject_z,none,xgb,subject_robust,0.8,1.2,1.4,0.39024390243902435,0.4444444444444445,0.3902439024390244,0.4444444444444444,spo2
xgb,subject_z,none,xgb,subject_robust,1.0,1.0,1.0,0.38685636856368566,0.4490740740740741,0.38685636856368566,0.44907407407407407,spo2
xgb,subject_z,none,xgb,subject_robust,0.6,1.4,1.6,0.39227642276422764,0.4467592592592593,0.39227642276422764,0.44675925925925924,spo2
xgb,subject_z,none,logreg,subject_z,0.8,1.2,1.4,0.40582655826558267,0.41203703703703703,0.40582655826558267,0.41203703703703703,spo2
xgb,subject_z,none,logreg,subject_z,1.0,1.0,1.0,0.4139566395663956,0.4259259259259259,0.41395663956639567,0.42592592592592593,spo2
xgb,subject_z,none,logreg,subject_z,0.6,1.4,1.6,0.41260162601626016,0.41203703703703703,0.41260162601626016,0.41203703703703703,spo2
xgb,subject_z,none,logreg,subject_robust,0.8,1.2,1.4,0.3888888888888889,0.41898148148148145,0.3888888888888889,0.41898148148148145,spo2
xgb,subject_z,none,logreg,subject_robust,1.0,1.0,1.0,0.38888888888888884,0.4375,0.3888888888888889,0.4375,spo2
xgb,subject_z,none,logreg,subject_robust,0.6,1.4,1.6,0.3909214092140921,0.4305555555555555,0.39092140921409213,0.4305555555555556,spo2
xgb,subject_z,center,xgb,subject_z,0.8,1.2,1.4,0.3956639566395664,0.4259259259259259,0.3956639566395664,0.42592592592592593,spo2
xgb,subject_z,center,xgb,subject_z,1.0,1.0,1.0,0.3976964769647697,0.4305555555555556,0.3976964769647697,0.4305555555555556,spo2
xgb,subject_z,center,xgb,subject_z,0.6,1.4,1.6,0.3943089430894309,0.4444444444444444,0.3943089430894309,0.4444444444444444,spo2
xgb,subject_z,center,xgb,subject_robust,0.8,1.2,1.4,0.40108401084010836,0.4305555555555555,0.4010840108401084,0.4305555555555556,spo2
xgb,subject_z,center,xgb,subject_robust,1.0,1.0,1.0,0.3895663956639566,0.4513888888888889,0.3895663956639566,0.4513888888888889,spo2
xgb,subject_z,center,xgb,subject_robust,0.6,1.4,1.6,0.39701897018970195,0.4421296296296296,0.3970189701897019,0.44212962962962965,spo2
xgb,subject_z,center,logreg,subject_z,0.8,1.2,1.4,0.41260162601626016,0.4259259259259259,0.41260162601626016,0.42592592592592593,spo2
xgb,subject_z,center,logreg,subject_z,1.0,1.0,1.0,0.40921409214092136,0.4166666666666667,0.4092140921409214,0.4166666666666667,spo2
xgb,subject_z,center,logreg,subject_z,0.6,1.4,1.6,0.40853658536585363,0.41898148148148145,0.40853658536585363,0.41898148148148145,spo2
xgb,subject_z,center,logreg,subject_robust,0.8,1.2,1.4,0.3807588075880759,0.4236111111111111,0.3807588075880759,0.4236111111111111,spo2
xgb,subject_z,center,logreg,subject_robust,1.0,1.0,1.0,0.3963414634146341,0.4351851851851852,0.39634146341463417,0.4351851851851852,spo2
xgb,subject_z,center,logreg,subject_robust,0.6,1.4,1.6,0.3976964769647697,0.4351851851851852,0.3976964769647697,0.4351851851851852,spo2
xgb,subject_robust,none,xgb,subject_z,0.8,1.2,1.4,0.4071815718157181,0.4421296296296296,0.4071815718157182,0.44212962962962965,spo2
xgb,subject_robust,none,xgb,subject_z,1.0,1.0,1.0,0.40921409214092147,0.4166666666666667,0.4092140921409214,0.4166666666666667,spo2
xgb,subject_robust,none,xgb,subject_z,0.6,1.4,1.6,0.4031165311653117,0.4375,0.40311653116531165,0.4375,spo2
xgb,subject_robust,none,xgb,subject_robust,0.8,1.2,1.4,0.4105691056910569,0.4351851851851852,0.4105691056910569,0.4351851851851852,spo2
xgb,subject_robust,none,xgb,subject_robust,1.0,1.0,1.0,0.41598915989159896,0.4490740740740741,0.4159891598915989,0.44907407407407407,spo2
xgb,subject_robust,none,xgb,subject_robust,0.6,1.4,1.6,0.43089430894308944,0.4375,0.43089430894308944,0.4375,spo2
xgb,subject_robust,none,logreg,subject_z,0.8,1.2,1.4,0.4254742547425474,0.41203703703703703,0.4254742547425474,0.41203703703703703,spo2
xgb,subject_robust,none,logreg,subject_z,1.0,1.0,1.0,0.4329268292682927,0.41203703703703703,0.4329268292682927,0.41203703703703703,spo2
xgb,subject_robust,none,logreg,subject_z,0.6,1.4,1.6,0.43224932249322495,0.40740740740740744,0.43224932249322495,0.4074074074074074,spo2
xgb,subject_robust,none,logreg,subject_robust,0.8,1.2,1.4,0.41192411924119243,0.40972222222222227,0.41192411924119243,0.4097222222222222,spo2
xgb,subject_robust,none,logreg,subject_robust,1.0,1.0,1.0,0.39701897018970195,0.40509259259259256,0.3970189701897019,0.4050925925925926,spo2
xgb,subject_robust,none,logreg,subject_robust,0.6,1.4,1.6,0.4065040650406504,0.4166666666666667,0.4065040650406504,0.4166666666666667,spo2
xgb,subject_robust,center,xgb,subject_z,0.8,1.2,1.4,0.41260162601626016,0.45601851851851855,0.41260162601626016,0.45601851851851855,spo2
xgb,subject_robust,center,xgb,subject_z,1.0,1.0,1.0,0.41598915989159896,0.4212962962962963,0.4159891598915989,0.4212962962962963,spo2
xgb,subject_robust,center,xgb,subject_z,0.6,1.4,1.6,0.4234417344173442,0.4398148148148148,0.4234417344173442,0.4398148148148148,spo2
xgb,subject_robust,center,xgb,subject_robust,0.8,1.2,1.4,0.40379403794037944,0.4606481481481482,0.4037940379403794,0.46064814814814814,spo2
xgb,subject_robust,center,xgb,subject_robust,1.0,1.0,1.0,0.4146341463414634,0.4467592592592593,0.4146341463414634,0.44675925925925924,spo2
xgb,subject_robust,center,xgb,subject_robust,0.6,1.4,1.6,0.4071815718157181,0.4328703703703704,0.4071815718157182,0.43287037037037035,spo2
xgb,subject_robust,center,logreg,subject_z,0.8,1.2,1.4,0.4369918699186992,0.3958333333333333,0.4369918699186992,0.3958333333333333,spo2
xgb,subject_robust,center,logreg,subject_z,1.0,1.0,1.0,0.4336043360433604,0.41203703703703703,0.43360433604336046,0.41203703703703703,spo2
xgb,subject_robust,center,logreg,subject_z,0.6,1.4,1.6,0.4308943089430894,0.40740740740740744,0.43089430894308944,0.4074074074074074,spo2
xgb,subject_robust,center,logreg,subject_robust,0.8,1.2,1.4,0.40040650406504064,0.41203703703703703,0.40040650406504064,0.41203703703703703,spo2
xgb,subject_robust,center,logreg,subject_robust,1.0,1.0,1.0,0.4065040650406504,0.40046296296296297,0.4065040650406504,0.40046296296296297,spo2
xgb,subject_robust,center,logreg,subject_robust,0.6,1.4,1.6,0.40853658536585363,0.40046296296296297,0.40853658536585363,0.40046296296296297,spo2
logreg,subject_z,none,xgb,subject_z,0.8,1.2,1.4,0.4098915989159892,0.4305555555555555,0.40989159891598914,0.4305555555555556,spo2
logreg,subject_z,none,xgb,subject_z,1.0,1.0,1.0,0.4071815718157182,0.4421296296296296,0.4071815718157182,0.44212962962962965,spo2
logreg,subject_z,none,xgb,subject_z,0.6,1.4,1.6,0.4071815718157182,0.4259259259259259,0.4071815718157182,0.42592592592592593,spo2
logreg,subject_z,none,xgb,subject_robust,0.8,1.2,1.4,0.4058265582655826,0.42824074074074076,0.40582655826558267,0.42824074074074076,spo2
logreg,subject_z,none,xgb,subject_robust,1.0,1.0,1.0,0.41260162601626016,0.45601851851851855,0.41260162601626016,0.45601851851851855,spo2
logreg,subject_z,none,xgb,subject_robust,0.6,1.4,1.6,0.39227642276422764,0.4421296296296296,0.39227642276422764,0.44212962962962965,spo2
logreg,subject_z,none,logreg,subject_z,0.8,1.2,1.4,0.4268292682926829,0.40046296296296297,0.4268292682926829,0.40046296296296297,spo2
logreg,subject_z,none,logreg,subject_z,1.0,1.0,1.0,0.4261517615176152,0.40509259259259256,0.4261517615176152,0.4050925925925926,spo2
logreg,subject_z,none,logreg,subject_z,0.6,1.4,1.6,0.42818428184281837,0.3912037037037037,0.4281842818428184,0.3912037037037037,spo2
logreg,subject_z,none,logreg,subject_robust,0.8,1.2,1.4,0.3956639566395664,0.40740740740740744,0.3956639566395664,0.4074074074074074,spo2
logreg,subject_z,none,logreg,subject_robust,1.0,1.0,1.0,0.40447154471544716,0.4166666666666667,0.40447154471544716,0.4166666666666667,spo2
logreg,subject_z,none,logreg,subject_robust,0.6,1.4,1.6,0.4132791327913279,0.41435185185185186,0.4132791327913279,0.41435185185185186,spo2
logreg,subject_z,center,xgb,subject_z,0.8,1.2,1.4,0.4098915989159892,0.4166666666666667,0.40989159891598914,0.4166666666666667,spo2
logreg,subject_z,center,xgb,subject_z,1.0,1.0,1.0,0.4146341463414635,0.4375,0.4146341463414634,0.4375,spo2
logreg,subject_z,center,xgb,subject_z,0.6,1.4,1.6,0.410569105691057,0.41203703703703703,0.4105691056910569,0.41203703703703703,spo2
logreg,subject_z,center,xgb,subject_robust,0.8,1.2,1.4,0.4214092140921409,0.4375,0.42140921409214094,0.4375,spo2
logreg,subject_z,center,xgb,subject_robust,1.0,1.0,1.0,0.4193766937669377,0.4421296296296296,0.41937669376693765,0.44212962962962965,spo2
logreg,subject_z,center,xgb,subject_robust,0.6,1.4,1.6,0.4288617886178862,0.46527777777777785,0.42886178861788615,0.4652777777777778,spo2
logreg,subject_z,center,logreg,subject_z,0.8,1.2,1.4,0.41937669376693765,0.40277777777777773,0.41937669376693765,0.4027777777777778,spo2
logreg,subject_z,center,logreg,subject_z,1.0,1.0,1.0,0.4254742547425474,0.4166666666666667,0.4254742547425474,0.4166666666666667,spo2
logreg,subject_z,center,logreg,subject_z,0.6,1.4,1.6,0.4247967479674797,0.3912037037037037,0.4247967479674797,0.3912037037037037,spo2
logreg,subject_z,center,logreg,subject_robust,0.8,1.2,1.4,0.4139566395663956,0.39814814814814814,0.41395663956639567,0.39814814814814814,spo2
logreg,subject_z,center,logreg,subject_robust,1.0,1.0,1.0,0.4065040650406504,0.40972222222222215,0.4065040650406504,0.4097222222222222,spo2
logreg,subject_z,center,logreg,subject_robust,0.6,1.4,1.6,0.4078590785907859,0.4143518518518518,0.4078590785907859,0.41435185185185186,spo2
logreg,subject_robust,none,xgb,subject_z,0.8,1.2,1.4,0.4071815718157181,0.4513888888888889,0.4071815718157182,0.4513888888888889,spo2
logreg,subject_robust,none,xgb,subject_z,1.0,1.0,1.0,0.41124661246612465,0.44675925925925924,0.41124661246612465,0.44675925925925924,spo2
logreg,subject_robust,none,xgb,subject_z,0.6,1.4,1.6,0.3997289972899729,0.4467592592592593,0.3997289972899729,0.44675925925925924,spo2
logreg,subject_robust,none,xgb,subject_robust,0.8,1.2,1.4,0.3956639566395664,0.4305555555555556,0.3956639566395664,0.4305555555555556,spo2
logreg,subject_robust,none,xgb,subject_robust,1.0,1.0,1.0,0.40582655826558267,0.45601851851851855,0.40582655826558267,0.45601851851851855,spo2
logreg,subject_robust,none,xgb,subject_robust,0.6,1.4,1.6,0.3956639566395664,0.4444444444444445,0.3956639566395664,0.4444444444444444,spo2
logreg,subject_robust,none,logreg,subject_z,0.8,1.2,1.4,0.4241192411924119,0.39814814814814814,0.4241192411924119,0.39814814814814814,spo2
logreg,subject_robust,none,logreg,subject_z,1.0,1.0,1.0,0.4247967479674797,0.40046296296296297,0.4247967479674797,0.40046296296296297,spo2
logreg,subject_robust,none,logreg,subject_z,0.6,1.4,1.6,0.41260162601626016,0.40046296296296297,0.41260162601626016,0.40046296296296297,spo2
logreg,subject_robust,none,logreg,subject_robust,0.8,1.2,1.4,0.41598915989159885,0.4444444444444445,0.4159891598915989,0.4444444444444444,spo2
logreg,subject_robust,none,logreg,subject_robust,1.0,1.0,1.0,0.4146341463414634,0.4328703703703704,0.4146341463414634,0.43287037037037035,spo2
logreg,subject_robust,none,logreg,subject_robust,0.6,1.4,1.6,0.4132791327913279,0.4259259259259259,0.4132791327913279,0.42592592592592593,spo2
logreg,subject_robust,center,xgb,subject_z,0.8,1.2,1.4,0.40176151761517614,0.449074074074074,0.40176151761517614,0.44907407407407407,spo2
logreg,subject_robust,center,xgb,subject_z,1.0,1.0,1.0,0.40447154471544716,0.42824074074074076,0.40447154471544716,0.42824074074074076,spo2
logreg,subject_robust,center,xgb,subject_z,0.6,1.4,1.6,0.3983739837398374,0.4421296296296296,0.3983739837398374,0.44212962962962965,spo2
logreg,subject_robust,center,xgb,subject_robust,0.8,1.2,1.4,0.4153116531165311,0.449074074074074,0.4153116531165312,0.44907407407407407,spo2
logreg,subject_robust,center,xgb,subject_robust,1.0,1.0,1.0,0.40582655826558267,0.4328703703703704,0.40582655826558267,0.43287037037037035,spo2
logreg,subject_robust,center,xgb,subject_robust,0.6,1.4,1.6,0.4071815718157181,0.42361111111111116,0.4071815718157182,0.4236111111111111,spo2
logreg,subject_robust,center,logreg,subject_z,0.8,1.2,1.4,0.4281842818428185,0.40972222222222215,0.4281842818428184,0.4097222222222222,spo2
logreg,subject_robust,center,logreg,subject_z,1.0,1.0,1.0,0.4268292682926829,0.4074074074074074,0.4268292682926829,0.4074074074074074,spo2
logreg,subject_robust,center,logreg,subject_z,0.6,1.4,1.6,0.43089430894308944,0.4212962962962963,0.43089430894308944,0.4212962962962963,spo2
logreg,subject_robust,center,logreg,subject_robust,0.8,1.2,1.4,0.3983739837398374,0.4259259259259259,0.3983739837398374,0.42592592592592593,spo2
logreg,subject_robust,center,logreg,subject_robust,1.0,1.0,1.0,0.40582655826558267,0.41898148148148145,0.40582655826558267,0.41898148148148145,spo2
logreg,subject_robust,center,logreg,subject_robust,0.6,1.4,1.6,0.40108401084010836,0.4236111111111111,0.4010840108401084,0.4236111111111111,spo2
xgb,subject_z,none,xgb,subject_z,0.8,1.2,1.4,0.5501355013550137,0.5393518518518517,0.5501355013550135,0.5393518518518519,bvp_eda
